STATION,DATETIME,DIFFUSE MJ/m^2,GLOBAL MJ/m^2
Ahmedabad,2008-11-15 07:00:00,0.05,0.06
Ahmedabad,2008-11-15 08:00:00,0.26,0.47
Ahmedabad,2008-11-15 09:00:00,0.46,1.18
Ahmedabad,2008-11-15 10:00:00,0.59,1.81
Ahmedabad,2008-11-15 11:00:00,0.66,2.31
Ahmedabad,2008-11-15 12:00:00,0.71,2.56
Ahmedabad,2008-11-15 13:00:00,0.72,2.56
Ahmedabad,2008-11-15 14:00:00,0.66,2.32
Ahmedabad,2008-11-15 15:00:00,0.58,1.83
Ahmedabad,2008-11-15 16:00:00,0.46,1.21
Ahmedabad,2008-11-15 17:00:00,0.26,0.57
Ahmedabad,2008-11-15 18:00:00,0.04,0.1
Ahmedabad,2008-11-15 19:00:00,0.0,0.02
Ahmedabad,2008-11-15 20:00:00,0.0,0.0
Ahmedabad,2008-12-15 05:00:00,0.0,0.0
Ahmedabad,2008-12-15 06:00:00,0.01,0.01
Ahmedabad,2008-12-15 07:00:00,0.02,0.02
Ahmedabad,2008-12-15 08:00:00,0.18,0.28
Ahmedabad,2008-12-15 09:00:00,0.41,0.86
Ahmedabad,2008-12-15 10:00:00,0.6,1.41
Ahmedabad,2008-12-15 11:00:00,0.69,1.88
Ahmedabad,2008-12-15 12:00:00,0.74,2.2
Ahmedabad,2008-12-15 13:00:00,0.73,2.2
Ahmedabad,2008-12-15 14:00:00,0.69,2.08
Ahmedabad,2008-12-15 15:00:00,0.58,1.58
Ahmedabad,2008-12-15 16:00:00,0.43,1.08
Ahmedabad,2008-12-15 17:00:00,0.22,0.47
Ahmedabad,2008-12-15 18:00:00,0.03,0.06
Ahmedabad,2008-12-15 19:00:00,0.0,0.0
Ahmedabad,2008-12-15 20:00:00,0.0,0.0
Ahmedabad,2009-01-15 05:00:00,0.0,0.0
Ahmedabad,2009-01-15 06:00:00,0.01,0.02
Ahmedabad,2009-01-15 07:00:00,0.02,0.03
Ahmedabad,2009-01-15 08:00:00,0.22,0.36
Ahmedabad,2009-01-15 09:00:00,0.43,0.94
Ahmedabad,2009-01-15 10:00:00,0.65,1.57
Ahmedabad,2009-01-15 11:00:00,0.73,2.09
Ahmedabad,2009-01-15 12:00:00,0.82,2.34
Ahmedabad,2009-01-15 13:00:00,0.82,2.36
Ahmedabad,2009-01-15 14:00:00,0.77,2.18
Ahmedabad,2009-01-15 15:00:00,0.62,1.69
Ahmedabad,2009-01-15 16:00:00,0.47,1.11
Ahmedabad,2009-01-15 17:00:00,0.25,0.5
Ahmedabad,2009-01-15 18:00:00,0.04,0.06
Ahmedabad,2009-01-15 19:00:00,0.0,0.01
Ahmedabad,2009-01-15 20:00:00,0.0,0.0
Ahmedabad,2009-02-15 05:00:00,0.0,0.0
Ahmedabad,2009-02-15 06:00:00,0.01,0.02
Ahmedabad,2009-02-15 07:00:00,0.06,0.08
Ahmedabad,2009-02-15 08:00:00,0.31,0.64
Ahmedabad,2009-02-15 09:00:00,0.49,1.43
Ahmedabad,2009-02-15 10:00:00,0.6,2.13
Ahmedabad,2009-02-15 11:00:00,0.66,2.57
Ahmedabad,2009-02-15 12:00:00,0.69,2.86
Ahmedabad,2009-02-15 13:00:00,0.68,2.89
Ahmedabad,2009-02-15 14:00:00,0.63,2.62
Ahmedabad,2009-02-15 15:00:00,0.57,2.11
Ahmedabad,2009-02-15 16:00:00,0.46,1.51
Ahmedabad,2009-02-15 17:00:00,0.31,0.74
Ahmedabad,2009-02-15 18:00:00,0.08,0.12
Ahmedabad,2009-02-15 19:00:00,0.0,0.0
Ahmedabad,2009-02-15 20:00:00,0.0,0.0
Ahmedabad,2009-03-15 05:00:00,0.0,0.0
Ahmedabad,2009-03-15 06:00:00,0.0,0.01
Ahmedabad,2009-03-15 07:00:00,0.13,0.19
Ahmedabad,2009-03-15 08:00:00,0.39,0.9
Ahmedabad,2009-03-15 09:00:00,0.53,1.64
Ahmedabad,2009-03-15 10:00:00,0.63,2.38
Ahmedabad,2009-03-15 11:00:00,0.69,2.87
Ahmedabad,2009-03-15 12:00:00,0.7,3.09
Ahmedabad,2009-03-15 13:00:00,0.69,3.08
Ahmedabad,2009-03-15 14:00:00,0.67,2.82
Ahmedabad,2009-03-15 15:00:00,0.62,2.5
Ahmedabad,2009-03-15 16:00:00,0.53,1.67
Ahmedabad,2009-03-15 17:00:00,0.43,0.95
Ahmedabad,2009-03-15 18:00:00,0.16,0.25
Ahmedabad,2009-03-15 19:00:00,0.0,0.0
Ahmedabad,2009-03-15 20:00:00,0.0,0.0
Ahmedabad,2009-04-15 05:00:00,0.0,0.0
Ahmedabad,2009-04-15 06:00:00,0.01,0.03
Ahmedabad,2009-04-15 07:00:00,0.22,0.35
Ahmedabad,2009-04-15 08:00:00,0.43,1.16
Ahmedabad,2009-04-15 09:00:00,0.59,2.06
Ahmedabad,2009-04-15 10:00:00,0.69,2.73
Ahmedabad,2009-04-15 11:00:00,0.74,3.23
Ahmedabad,2009-04-15 12:00:00,0.77,3.43
Ahmedabad,2009-04-15 13:00:00,0.8,3.38
Ahmedabad,2009-04-15 14:00:00,0.8,3.14
Ahmedabad,2009-04-15 15:00:00,0.72,2.63
Ahmedabad,2009-04-15 16:00:00,0.59,1.97
Ahmedabad,2009-04-15 17:00:00,0.46,1.19
Ahmedabad,2009-04-15 18:00:00,0.21,0.4
Ahmedabad,2009-04-15 19:00:00,0.02,0.02
Ahmedabad,2009-04-15 20:00:00,0.0,0.0
Ahmedabad,2009-10-15 05:00:00,,0.0
Ahmedabad,2009-10-15 06:00:00,,0.0
Ahmedabad,2009-10-15 07:00:00,,0.2
Ahmedabad,2009-10-15 08:00:00,,0.82
Ahmedabad,2009-10-15 09:00:00,,1.57
Ahmedabad,2009-10-15 10:00:00,,2.2
Ahmedabad,2009-10-15 11:00:00,,2.59
Ahmedabad,2009-10-15 12:00:00,,2.68
Ahmedabad,2009-10-15 13:00:00,,2.85
Ahmedabad,2009-10-15 14:00:00,,2.55
Ahmedabad,2009-10-15 15:00:00,,2.01
Ahmedabad,2009-10-15 16:00:00,,1.37
Ahmedabad,2009-10-15 17:00:00,,0.62
Ahmedabad,2009-10-15 18:00:00,,0.08
Ahmedabad,2009-10-15 19:00:00,,0.0
Ahmedabad,2009-10-15 20:00:00,,0.0
Ahmedabad,2009-11-15 05:00:00,,0.0
Ahmedabad,2009-11-15 06:00:00,,0.0
Ahmedabad,2009-11-15 07:00:00,,0.04
Ahmedabad,2009-11-15 08:00:00,,0.39
Ahmedabad,2009-11-15 09:00:00,,0.97
Ahmedabad,2009-11-15 10:00:00,,1.7
Ahmedabad,2009-11-15 11:00:00,,2.12
Ahmedabad,2009-11-15 12:00:00,,2.3
Ahmedabad,2009-11-15 13:00:00,,2.37
Ahmedabad,2009-11-15 14:00:00,,2.1
Ahmedabad,2009-11-15 15:00:00,,1.58
Ahmedabad,2009-11-15 16:00:00,,1.04
Ahmedabad,2009-11-15 17:00:00,,0.44
Ahmedabad,2009-11-15 18:00:00,,0.03
Ahmedabad,2009-11-15 19:00:00,,0.0
Ahmedabad,2009-11-15 20:00:00,,0.0
Ahmedabad,2009-12-15 05:00:00,,0.0
Ahmedabad,2009-12-15 06:00:00,,0.0
Ahmedabad,2009-12-15 07:00:00,,0.01
Ahmedabad,2009-12-15 08:00:00,,0.22
Ahmedabad,2009-12-15 09:00:00,,0.75
Ahmedabad,2009-12-15 10:00:00,,1.45
Ahmedabad,2009-12-15 11:00:00,,1.99
Ahmedabad,2009-12-15 12:00:00,,2.12
Ahmedabad,2009-12-15 13:00:00,,2.29
Ahmedabad,2009-12-15 14:00:00,,2.1
Ahmedabad,2009-12-15 15:00:00,,1.61
Ahmedabad,2009-12-15 16:00:00,,0.99
Ahmedabad,2009-12-15 17:00:00,,0.41
Ahmedabad,2009-12-15 18:00:00,,0.04
Ahmedabad,2009-12-15 19:00:00,,0.0
Ahmedabad,2009-12-15 20:00:00,,0.0
Ahmedabad,2010-01-15 05:00:00,0.0,0.0
Ahmedabad,2010-01-15 06:00:00,0.0,0.0
Ahmedabad,2010-01-15 07:00:00,0.02,0.03
Ahmedabad,2010-01-15 08:00:00,0.2,0.34
Ahmedabad,2010-01-15 09:00:00,0.4,0.86
Ahmedabad,2010-01-15 10:00:00,0.55,1.45
Ahmedabad,2010-01-15 11:00:00,0.66,2.14
Ahmedabad,2010-01-15 12:00:00,0.72,2.47
Ahmedabad,2010-01-15 13:00:00,0.73,2.58
Ahmedabad,2010-01-15 14:00:00,0.74,2.33
Ahmedabad,2010-01-15 15:00:00,0.65,1.86
Ahmedabad,2010-01-15 16:00:00,0.51,1.25
Ahmedabad,2010-01-15 17:00:00,0.3,0.56
Ahmedabad,2010-01-15 18:00:00,0.05,0.05
Ahmedabad,2010-01-15 19:00:00,0.0,0.03
Ahmedabad,2010-01-15 20:00:00,0.0,0.0
Ahmedabad,2010-02-15 05:00:00,0.0,0.0
Ahmedabad,2010-02-15 06:00:00,0.0,0.0
Ahmedabad,2010-02-15 07:00:00,0.07,0.1
Ahmedabad,2010-02-15 08:00:00,0.34,0.63
Ahmedabad,2010-02-15 09:00:00,0.54,1.33
Ahmedabad,2010-02-15 10:00:00,0.7,2.02
Ahmedabad,2010-02-15 11:00:00,0.78,2.52
Ahmedabad,2010-02-15 12:00:00,0.95,2.82
Ahmedabad,2010-02-15 13:00:00,0.99,2.75
Ahmedabad,2010-02-15 14:00:00,0.91,2.5
Ahmedabad,2010-02-15 15:00:00,0.79,2.1
Ahmedabad,2010-02-15 16:00:00,0.58,1.4
Ahmedabad,2010-02-15 17:00:00,0.34,0.68
Ahmedabad,2010-02-15 18:00:00,0.07,0.09
Ahmedabad,2010-02-15 19:00:00,0.0,0.0
Ahmedabad,2010-02-15 20:00:00,0.0,0.0
Ahmedabad,2010-03-15 05:00:00,0.0,0.0
Ahmedabad,2010-03-15 06:00:00,0.01,0.01
Ahmedabad,2010-03-15 07:00:00,0.19,0.24
Ahmedabad,2010-03-15 08:00:00,0.49,0.93
Ahmedabad,2010-03-15 09:00:00,0.67,1.76
Ahmedabad,2010-03-15 10:00:00,0.76,2.42
Ahmedabad,2010-03-15 11:00:00,0.85,2.87
Ahmedabad,2010-03-15 12:00:00,0.91,3.16
Ahmedabad,2010-03-15 13:00:00,0.91,3.17
Ahmedabad,2010-03-15 14:00:00,0.89,2.86
Ahmedabad,2010-03-15 15:00:00,0.79,2.46
Ahmedabad,2010-03-15 16:00:00,0.66,1.73
Ahmedabad,2010-03-15 17:00:00,0.48,0.92
Ahmedabad,2010-03-15 18:00:00,0.15,0.2
Ahmedabad,2010-03-15 19:00:00,0.0,0.0
Ahmedabad,2010-03-15 20:00:00,0.0,0.0
Ahmedabad,2010-04-15 05:00:00,0.0,0.0
Ahmedabad,2010-04-15 06:00:00,0.03,0.04
Ahmedabad,2010-04-15 07:00:00,0.3,0.42
Ahmedabad,2010-04-15 08:00:00,0.59,1.11
Ahmedabad,2010-04-15 09:00:00,0.77,1.81
Ahmedabad,2010-04-15 10:00:00,0.85,2.41
Ahmedabad,2010-04-15 11:00:00,0.89,2.74
Ahmedabad,2010-04-15 12:00:00,0.95,3.05
Ahmedabad,2010-04-15 13:00:00,0.97,3.06
Ahmedabad,2010-04-15 14:00:00,0.94,2.9
Ahmedabad,2010-04-15 15:00:00,0.87,2.29
Ahmedabad,2010-04-15 16:00:00,0.7,1.64
Ahmedabad,2010-04-15 17:00:00,0.53,1.01
Ahmedabad,2010-04-15 18:00:00,0.23,0.31
Ahmedabad,2010-04-15 19:00:00,0.01,0.01
Ahmedabad,2010-04-15 20:00:00,0.0,0.0
Ahmedabad,2010-05-15 05:00:00,0.0,0.0
Ahmedabad,2010-05-15 06:00:00,0.06,0.08
Ahmedabad,2010-05-15 07:00:00,0.36,0.46
Ahmedabad,2010-05-15 08:00:00,0.67,1.12
Ahmedabad,2010-05-15 09:00:00,0.89,1.85
Ahmedabad,2010-05-15 10:00:00,0.91,2.55
Ahmedabad,2010-05-15 11:00:00,0.93,2.76
Ahmedabad,2010-05-15 12:00:00,0.96,3.04
Ahmedabad,2010-05-15 13:00:00,0.96,3.17
Ahmedabad,2010-05-15 14:00:00,0.92,2.96
Ahmedabad,2010-05-15 15:00:00,0.89,2.49
Ahmedabad,2010-05-15 16:00:00,0.77,1.82
Ahmedabad,2010-05-15 17:00:00,0.63,1.22
Ahmedabad,2010-05-15 18:00:00,0.34,0.5
Ahmedabad,2010-05-15 19:00:00,0.04,0.05
Ahmedabad,2010-05-15 20:00:00,0.0,0.0
Ahmedabad,2010-06-15 05:00:00,0.0,0.0
Ahmedabad,2010-06-15 06:00:00,0.07,0.08
Ahmedabad,2010-06-15 07:00:00,0.34,0.42
Ahmedabad,2010-06-15 08:00:00,0.49,0.94
Ahmedabad,2010-06-15 09:00:00,0.9,1.55
Ahmedabad,2010-06-15 10:00:00,1.11,2.2
Ahmedabad,2010-06-15 11:00:00,1.19,2.6
Ahmedabad,2010-06-15 12:00:00,1.18,2.78
Ahmedabad,2010-06-15 13:00:00,1.19,2.9
Ahmedabad,2010-06-15 14:00:00,1.28,2.84
Ahmedabad,2010-06-15 15:00:00,1.08,2.37
Ahmedabad,2010-06-15 16:00:00,0.66,1.69
Ahmedabad,2010-06-15 17:00:00,0.5,1.1
Ahmedabad,2010-06-15 18:00:00,0.32,0.52
Ahmedabad,2010-06-15 19:00:00,0.08,0.1
Ahmedabad,2010-06-15 20:00:00,0.0,0.0
Ahmedabad,2010-07-15 05:00:00,0.0,0.0
Ahmedabad,2010-07-15 06:00:00,0.06,0.07
Ahmedabad,2010-07-15 07:00:00,0.28,0.31
Ahmedabad,2010-07-15 08:00:00,0.65,0.73
Ahmedabad,2010-07-15 09:00:00,1.03,1.25
Ahmedabad,2010-07-15 10:00:00,1.21,1.5
Ahmedabad,2010-07-15 11:00:00,1.43,1.89
Ahmedabad,2010-07-15 12:00:00,1.48,1.9
Ahmedabad,2010-07-15 13:00:00,1.61,2.05
Ahmedabad,2010-07-15 14:00:00,1.33,1.76
Ahmedabad,2010-07-15 15:00:00,1.16,1.64
Ahmedabad,2010-07-15 16:00:00,0.85,1.27
Ahmedabad,2010-07-15 17:00:00,0.56,0.77
Ahmedabad,2010-07-15 18:00:00,0.27,0.35
Ahmedabad,2010-07-15 19:00:00,0.07,0.09
Ahmedabad,2010-07-15 20:00:00,0.0,0.0
Ahmedabad,2010-08-15 05:00:00,,0.0
Ahmedabad,2010-08-15 06:00:00,,0.05
Ahmedabad,2010-08-15 07:00:00,,0.19
Ahmedabad,2010-08-15 08:00:00,,0.58
Ahmedabad,2010-08-15 09:00:00,,0.95
Ahmedabad,2010-08-15 10:00:00,,1.34
Ahmedabad,2010-08-15 11:00:00,,1.7
Ahmedabad,2010-08-15 12:00:00,,1.87
Ahmedabad,2010-08-15 13:00:00,,1.9
Ahmedabad,2010-08-15 14:00:00,,2.07
Ahmedabad,2010-08-15 15:00:00,,1.74
Ahmedabad,2010-08-15 16:00:00,,1.18
Ahmedabad,2010-08-15 17:00:00,,0.73
Ahmedabad,2010-08-15 18:00:00,,0.34
Ahmedabad,2010-08-15 19:00:00,,0.08
Ahmedabad,2010-08-15 20:00:00,,0.0
Ahmedabad,2011-05-15 05:00:00,,0.0
Ahmedabad,2011-05-15 06:00:00,,0.12
Ahmedabad,2011-05-15 07:00:00,,0.63
Ahmedabad,2011-05-15 08:00:00,,1.33
Ahmedabad,2011-05-15 09:00:00,,2.02
Ahmedabad,2011-05-15 10:00:00,,2.62
Ahmedabad,2011-05-15 11:00:00,,3.07
Ahmedabad,2011-05-15 12:00:00,,3.26
Ahmedabad,2011-05-15 13:00:00,,3.22
Ahmedabad,2011-05-15 14:00:00,,2.92
Ahmedabad,2011-05-15 15:00:00,,2.4
Ahmedabad,2011-05-15 16:00:00,,1.75
Ahmedabad,2011-05-15 17:00:00,,0.99
Ahmedabad,2011-05-15 18:00:00,,0.3
Ahmedabad,2011-05-15 19:00:00,,0.02
Ahmedabad,2011-05-15 20:00:00,,0.0
Ahmedabad,2012-01-15 05:00:00,0.0,0.0
Ahmedabad,2012-01-15 06:00:00,0.0,0.0
Ahmedabad,2012-01-15 07:00:00,0.0,0.0
Ahmedabad,2012-01-15 08:00:00,0.15,0.15
Ahmedabad,2012-01-15 09:00:00,0.43,0.71
Ahmedabad,2012-01-15 10:00:00,0.58,1.31
Ahmedabad,2012-01-15 11:00:00,0.67,1.91
Ahmedabad,2012-01-15 12:00:00,0.76,2.26
Ahmedabad,2012-01-15 13:00:00,0.8,2.37
Ahmedabad,2012-01-15 14:00:00,0.88,2.21
Ahmedabad,2012-01-15 15:00:00,0.87,1.79
Ahmedabad,2012-01-15 16:00:00,0.85,1.25
Ahmedabad,2012-01-15 17:00:00,0.57,0.62
Ahmedabad,2012-01-15 18:00:00,0.09,0.11
Ahmedabad,2012-01-15 19:00:00,0.0,0.0
Ahmedabad,2012-01-15 20:00:00,0.0,0.0
Ahmedabad,2012-02-15 05:00:00,,0.0
Ahmedabad,2012-02-15 06:00:00,,0.0
Ahmedabad,2012-02-15 07:00:00,,0.0
Ahmedabad,2012-02-15 08:00:00,,0.29
Ahmedabad,2012-02-15 09:00:00,,0.91
Ahmedabad,2012-02-15 10:00:00,,1.55
Ahmedabad,2012-02-15 11:00:00,,2.25
Ahmedabad,2012-02-15 12:00:00,,2.53
Ahmedabad,2012-02-15 13:00:00,,2.66
Ahmedabad,2012-02-15 14:00:00,,2.56
Ahmedabad,2012-02-15 15:00:00,,2.17
Ahmedabad,2012-02-15 16:00:00,,1.64
Ahmedabad,2012-02-15 17:00:00,,0.92
Ahmedabad,2012-02-15 18:00:00,,0.24
Ahmedabad,2012-02-15 19:00:00,,0.0
Ahmedabad,2012-02-15 20:00:00,,0.0
Ahmedabad,2012-03-15 05:00:00,,0.0
Ahmedabad,2012-03-15 06:00:00,,0.0
Ahmedabad,2012-03-15 07:00:00,,0.02
Ahmedabad,2012-03-15 08:00:00,,0.53
Ahmedabad,2012-03-15 09:00:00,,1.26
Ahmedabad,2012-03-15 10:00:00,,1.82
Ahmedabad,2012-03-15 11:00:00,,2.42
Ahmedabad,2012-03-15 12:00:00,,2.74
Ahmedabad,2012-03-15 13:00:00,,2.77
Ahmedabad,2012-03-15 14:00:00,,2.59
Ahmedabad,2012-03-15 15:00:00,,2.02
Ahmedabad,2012-03-15 16:00:00,,1.64
Ahmedabad,2012-03-15 17:00:00,,1.05
Ahmedabad,2012-03-15 18:00:00,,0.34
Ahmedabad,2012-03-15 19:00:00,,0.0
Ahmedabad,2012-03-15 20:00:00,,0.0
Ahmedabad,2012-04-15 05:00:00,,0.0
Ahmedabad,2012-04-15 06:00:00,,0.0
Ahmedabad,2012-04-15 07:00:00,,0.0
Ahmedabad,2012-04-15 08:00:00,,0.77
Ahmedabad,2012-04-15 09:00:00,,1.5
Ahmedabad,2012-04-15 10:00:00,,2.05
Ahmedabad,2012-04-15 11:00:00,,2.69
Ahmedabad,2012-04-15 12:00:00,,2.82
Ahmedabad,2012-04-15 13:00:00,,2.7
Ahmedabad,2012-04-15 14:00:00,,2.79
Ahmedabad,2012-04-15 15:00:00,,2.35
Ahmedabad,2012-04-15 16:00:00,,1.8
Ahmedabad,2012-04-15 17:00:00,,1.08
Ahmedabad,2012-04-15 18:00:00,,0.32
Ahmedabad,2012-04-15 19:00:00,,0.0
Ahmedabad,2012-04-15 20:00:00,,0.0
Ahmedabad,2012-07-15 05:00:00,0.0,0.0
Ahmedabad,2012-07-15 06:00:00,0.02,0.02
Ahmedabad,2012-07-15 07:00:00,0.22,0.21
Ahmedabad,2012-07-15 08:00:00,0.6,0.57
Ahmedabad,2012-07-15 09:00:00,0.98,0.94
Ahmedabad,2012-07-15 10:00:00,1.2,1.27
Ahmedabad,2012-07-15 11:00:00,1.32,1.54
Ahmedabad,2012-07-15 12:00:00,1.25,1.75
Ahmedabad,2012-07-15 13:00:00,1.43,1.7
Ahmedabad,2012-07-15 14:00:00,1.25,1.57
Ahmedabad,2012-07-15 15:00:00,1.25,1.41
Ahmedabad,2012-07-15 16:00:00,1.11,1.21
Ahmedabad,2012-07-15 17:00:00,0.75,0.72
Ahmedabad,2012-07-15 18:00:00,0.38,0.35
Ahmedabad,2012-07-15 19:00:00,0.0,0.0
Ahmedabad,2012-07-15 20:00:00,0.0,0.0
Ahmedabad,2012-08-15 05:00:00,,0.0
Ahmedabad,2012-08-15 06:00:00,,0.01
Ahmedabad,2012-08-15 07:00:00,,0.16
Ahmedabad,2012-08-15 08:00:00,,0.48
Ahmedabad,2012-08-15 09:00:00,,0.85
Ahmedabad,2012-08-15 10:00:00,,1.2
Ahmedabad,2012-08-15 11:00:00,,1.48
Ahmedabad,2012-08-15 12:00:00,,1.47
Ahmedabad,2012-08-15 13:00:00,,1.52
Ahmedabad,2012-08-15 14:00:00,,1.35
Ahmedabad,2012-08-15 15:00:00,,1.19
Ahmedabad,2012-08-15 16:00:00,,0.95
Ahmedabad,2012-08-15 17:00:00,,0.61
Ahmedabad,2012-08-15 18:00:00,,0.23
Ahmedabad,2012-08-15 19:00:00,,0.0
Ahmedabad,2012-08-15 20:00:00,,0.0
Ahmedabad,2012-09-15 05:00:00,0.0,0.0
Ahmedabad,2012-09-15 06:00:00,0.0,0.0
Ahmedabad,2012-09-15 07:00:00,0.13,0.16
Ahmedabad,2012-09-15 08:00:00,0.51,0.61
Ahmedabad,2012-09-15 09:00:00,0.83,1.06
Ahmedabad,2012-09-15 10:00:00,0.9,1.42
Ahmedabad,2012-09-15 11:00:00,1.05,1.73
Ahmedabad,2012-09-15 12:00:00,0.91,1.96
Ahmedabad,2012-09-15 13:00:00,0.99,2.0
Ahmedabad,2012-09-15 14:00:00,0.93,1.8
Ahmedabad,2012-09-15 15:00:00,0.92,1.45
Ahmedabad,2012-09-15 16:00:00,0.67,0.91
Ahmedabad,2012-09-15 17:00:00,0.33,0.48
Ahmedabad,2012-09-15 18:00:00,0.05,0.09
Ahmedabad,2012-09-15 19:00:00,0.0,0.0
Ahmedabad,2012-09-15 20:00:00,0.0,0.0
Ahmedabad,2012-10-15 05:00:00,0.0,0.0
Ahmedabad,2012-10-15 06:00:00,0.0,0.0
Ahmedabad,2012-10-15 07:00:00,0.13,0.17
Ahmedabad,2012-10-15 08:00:00,0.44,0.76
Ahmedabad,2012-10-15 09:00:00,0.58,1.41
Ahmedabad,2012-10-15 10:00:00,0.69,2.0
Ahmedabad,2012-10-15 11:00:00,0.76,2.41
Ahmedabad,2012-10-15 12:00:00,0.88,2.53
Ahmedabad,2012-10-15 13:00:00,0.89,2.47
Ahmedabad,2012-10-15 14:00:00,0.81,2.06
Ahmedabad,2012-10-15 15:00:00,0.77,1.54
Ahmedabad,2012-10-15 16:00:00,0.55,1.04
Ahmedabad,2012-10-15 17:00:00,0.33,0.45
Ahmedabad,2012-10-15 18:00:00,0.0,0.0
Ahmedabad,2012-10-15 19:00:00,0.0,0.0
Ahmedabad,2012-10-15 20:00:00,0.0,0.0
Ahmedabad,2012-11-15 05:00:00,0.0,0.0
Ahmedabad,2012-11-15 06:00:00,0.0,0.0
Ahmedabad,2012-11-15 07:00:00,0.06,0.06
Ahmedabad,2012-11-15 08:00:00,0.49,0.51
Ahmedabad,2012-11-15 09:00:00,0.65,1.13
Ahmedabad,2012-11-15 10:00:00,0.71,1.67
Ahmedabad,2012-11-15 11:00:00,0.72,2.06
Ahmedabad,2012-11-15 12:00:00,0.79,2.18
Ahmedabad,2012-11-15 13:00:00,0.79,2.11
Ahmedabad,2012-11-15 14:00:00,0.75,1.85
Ahmedabad,2012-11-15 15:00:00,0.68,1.39
Ahmedabad,2012-11-15 16:00:00,0.5,0.65
Ahmedabad,2012-11-15 17:00:00,0.2,0.2
Ahmedabad,2012-11-15 18:00:00,0.0,0.0
Ahmedabad,2012-11-15 19:00:00,0.0,0.0
Ahmedabad,2012-11-15 20:00:00,0.0,0.0
Ahmedabad,2012-12-15 05:00:00,0.0,0.0
Ahmedabad,2012-12-15 06:00:00,0.0,0.0
Ahmedabad,2012-12-15 07:00:00,0.02,0.02
Ahmedabad,2012-12-15 08:00:00,0.34,0.34
Ahmedabad,2012-12-15 09:00:00,0.57,0.93
Ahmedabad,2012-12-15 10:00:00,0.65,1.46
Ahmedabad,2012-12-15 11:00:00,0.69,1.87
Ahmedabad,2012-12-15 12:00:00,0.76,1.93
Ahmedabad,2012-12-15 13:00:00,0.78,1.96
Ahmedabad,2012-12-15 14:00:00,0.72,1.77
Ahmedabad,2012-12-15 15:00:00,0.65,1.29
Ahmedabad,2012-12-15 16:00:00,0.49,0.74
Ahmedabad,2012-12-15 17:00:00,0.26,0.26
Ahmedabad,2012-12-15 18:00:00,0.0,0.0
Ahmedabad,2012-12-15 19:00:00,0.0,0.0
Ahmedabad,2012-12-15 20:00:00,0.0,0.0
Ahmedabad,2013-01-15 05:00:00,0.0,0.0
Ahmedabad,2013-01-15 06:00:00,0.0,0.0
Ahmedabad,2013-01-15 07:00:00,0.01,0.01
Ahmedabad,2013-01-15 08:00:00,0.3,0.31
Ahmedabad,2013-01-15 09:00:00,0.59,0.92
Ahmedabad,2013-01-15 10:00:00,0.69,1.52
Ahmedabad,2013-01-15 11:00:00,0.73,1.86
Ahmedabad,2013-01-15 12:00:00,0.83,2.11
Ahmedabad,2013-01-15 13:00:00,0.83,2.07
Ahmedabad,2013-01-15 14:00:00,0.77,1.94
Ahmedabad,2013-01-15 15:00:00,0.7,1.52
Ahmedabad,2013-01-15 16:00:00,0.55,0.92
Ahmedabad,2013-01-15 17:00:00,0.36,0.39
Ahmedabad,2013-01-15 18:00:00,0.0,0.0
Ahmedabad,2013-01-15 19:00:00,0.0,0.0
Ahmedabad,2013-01-15 20:00:00,0.0,0.0
Ahmedabad,2013-02-15 05:00:00,0.0,0.0
Ahmedabad,2013-02-15 06:00:00,0.0,0.0
Ahmedabad,2013-02-15 07:00:00,0.07,0.07
Ahmedabad,2013-02-15 08:00:00,0.46,0.52
Ahmedabad,2013-02-15 09:00:00,0.65,1.13
Ahmedabad,2013-02-15 10:00:00,0.71,1.77
Ahmedabad,2013-02-15 11:00:00,0.78,2.17
Ahmedabad,2013-02-15 12:00:00,0.84,2.43
Ahmedabad,2013-02-15 13:00:00,0.82,2.54
Ahmedabad,2013-02-15 14:00:00,0.79,2.28
Ahmedabad,2013-02-15 15:00:00,0.75,1.79
Ahmedabad,2013-02-15 16:00:00,0.61,1.13
Ahmedabad,2013-02-15 17:00:00,0.44,0.5
Ahmedabad,2013-02-15 18:00:00,0.0,0.0
Ahmedabad,2013-02-15 19:00:00,0.0,0.0
Ahmedabad,2013-02-15 20:00:00,0.0,0.0
Ahmedabad,2013-03-15 05:00:00,0.0,0.0
Ahmedabad,2013-03-15 06:00:00,0.0,0.0
Ahmedabad,2013-03-15 07:00:00,0.2,0.2
Ahmedabad,2013-03-15 08:00:00,0.64,0.85
Ahmedabad,2013-03-15 09:00:00,0.8,1.54
Ahmedabad,2013-03-15 10:00:00,0.83,2.17
Ahmedabad,2013-03-15 11:00:00,0.86,2.46
Ahmedabad,2013-03-15 12:00:00,0.88,2.85
Ahmedabad,2013-03-15 13:00:00,0.89,2.81
Ahmedabad,2013-03-15 14:00:00,0.84,2.63
Ahmedabad,2013-03-15 15:00:00,0.75,2.06
Ahmedabad,2013-03-15 16:00:00,0.65,1.37
Ahmedabad,2013-03-15 17:00:00,0.53,0.67
Ahmedabad,2013-03-15 18:00:00,0.06,0.06
Ahmedabad,2013-03-15 19:00:00,0.0,0.0
Ahmedabad,2013-03-15 20:00:00,0.0,0.0
Ahmedabad,2013-04-15 05:00:00,0.0,0.0
Ahmedabad,2013-04-15 06:00:00,0.02,0.02
