STATION,DATETIME,DIFFUSE MJ/m^2,GLOBAL MJ/m^2
Ahmedabad,1993-01-15 05:00:00,0.0,0.0
Ahmedabad,1993-01-15 06:00:00,0.0,0.0
Ahmedabad,1993-01-15 07:00:00,0.02,0.02
Ahmedabad,1993-01-15 08:00:00,0.22,0.44
Ahmedabad,1993-01-15 09:00:00,0.4,1.18
Ahmedabad,1993-01-15 10:00:00,0.52,1.85
Ahmedabad,1993-01-15 11:00:00,0.59,2.39
Ahmedabad,1993-01-15 12:00:00,0.61,2.6
Ahmedabad,1993-01-15 13:00:00,0.63,2.58
Ahmedabad,1993-01-15 14:00:00,0.64,2.36
Ahmedabad,1993-01-15 15:00:00,0.57,1.87
Ahmedabad,1993-01-15 16:00:00,0.46,1.25
Ahmedabad,1993-01-15 17:00:00,0.3,0.53
Ahmedabad,1993-01-15 18:00:00,0.05,0.06
Ahmedabad,1993-01-15 19:00:00,0.0,0.0
Ahmedabad,1993-01-15 20:00:00,0.0,0.0
Ahmedabad,1993-02-15 05:00:00,0.0,0.0
Ahmedabad,1993-02-15 06:00:00,0.0,0.0
Ahmedabad,1993-02-15 07:00:00,0.07,0.09
Ahmedabad,1993-02-15 08:00:00,0.34,0.72
Ahmedabad,1993-02-15 09:00:00,0.53,1.5
Ahmedabad,1993-02-15 10:00:00,0.65,2.21
Ahmedabad,1993-02-15 11:00:00,0.7,2.68
Ahmedabad,1993-02-15 12:00:00,0.71,2.9
Ahmedabad,1993-02-15 13:00:00,0.72,2.94
Ahmedabad,1993-02-15 14:00:00,0.7,2.66
Ahmedabad,1993-02-15 15:00:00,0.65,2.13
Ahmedabad,1993-02-15 16:00:00,0.53,1.49
Ahmedabad,1993-02-15 17:00:00,0.38,0.74
Ahmedabad,1993-02-15 18:00:00,0.1,0.12
Ahmedabad,1993-02-15 19:00:00,0.0,0.0
Ahmedabad,1993-02-15 20:00:00,0.0,0.0
Ahmedabad,1993-03-15 05:00:00,0.0,0.0
Ahmedabad,1993-03-15 06:00:00,0.0,0.0
Ahmedabad,1993-03-15 07:00:00,0.19,0.28
Ahmedabad,1993-03-15 08:00:00,0.47,1.06
Ahmedabad,1993-03-15 09:00:00,0.64,1.86
Ahmedabad,1993-03-15 10:00:00,0.73,2.53
Ahmedabad,1993-03-15 11:00:00,0.8,3.04
Ahmedabad,1993-03-15 12:00:00,0.8,3.31
Ahmedabad,1993-03-15 13:00:00,0.8,3.31
Ahmedabad,1993-03-15 14:00:00,0.79,3.02
Ahmedabad,1993-03-15 15:00:00,0.74,2.48
Ahmedabad,1993-03-15 16:00:00,0.65,1.78
Ahmedabad,1993-03-15 17:00:00,0.47,0.99
Ahmedabad,1993-03-15 18:00:00,0.18,0.26
Ahmedabad,1993-03-15 19:00:00,0.0,0.01
Ahmedabad,1993-03-15 20:00:00,0.0,0.0
Ahmedabad,1993-04-15 05:00:00,0.0,0.0
Ahmedabad,1993-04-15 06:00:00,0.02,0.02
Ahmedabad,1993-04-15 07:00:00,0.23,0.43
Ahmedabad,1993-04-15 08:00:00,0.42,1.24
Ahmedabad,1993-04-15 09:00:00,0.55,2.06
Ahmedabad,1993-04-15 10:00:00,0.67,2.69
Ahmedabad,1993-04-15 11:00:00,0.69,3.19
Ahmedabad,1993-04-15 12:00:00,0.73,3.39
Ahmedabad,1993-04-15 13:00:00,0.75,3.34
Ahmedabad,1993-04-15 14:00:00,0.75,3.05
Ahmedabad,1993-04-15 15:00:00,0.77,2.55
Ahmedabad,1993-04-15 16:00:00,0.67,1.9
Ahmedabad,1993-04-15 17:00:00,0.5,1.17
Ahmedabad,1993-04-15 18:00:00,0.23,0.39
Ahmedabad,1993-04-15 19:00:00,0.02,0.02
Ahmedabad,1993-04-15 20:00:00,0.0,0.0
Ahmedabad,1993-05-15 05:00:00,0.0,0.0
Ahmedabad,1993-05-15 06:00:00,0.05,0.05
Ahmedabad,1993-05-15 07:00:00,0.32,0.52
Ahmedabad,1993-05-15 08:00:00,0.57,1.31
Ahmedabad,1993-05-15 09:00:00,0.71,2.09
Ahmedabad,1993-05-15 10:00:00,0.78,2.73
Ahmedabad,1993-05-15 11:00:00,0.81,3.22
Ahmedabad,1993-05-15 12:00:00,0.81,3.46
Ahmedabad,1993-05-15 13:00:00,0.83,3.43
Ahmedabad,1993-05-15 14:00:00,0.85,3.14
Ahmedabad,1993-05-15 15:00:00,0.81,2.69
Ahmedabad,1993-05-15 16:00:00,0.73,2.04
Ahmedabad,1993-05-15 17:00:00,0.58,1.29
Ahmedabad,1993-05-15 18:00:00,0.32,0.54
Ahmedabad,1993-05-15 19:00:00,0.05,0.06
Ahmedabad,1993-05-15 20:00:00,0.0,0.0
Ahmedabad,1993-06-15 05:00:00,0.0,0.0
Ahmedabad,1993-06-15 06:00:00,0.06,0.07
Ahmedabad,1993-06-15 07:00:00,0.34,0.47
Ahmedabad,1993-06-15 08:00:00,0.69,1.13
Ahmedabad,1993-06-15 09:00:00,0.98,1.77
Ahmedabad,1993-06-15 10:00:00,1.15,2.31
Ahmedabad,1993-06-15 11:00:00,1.25,2.75
Ahmedabad,1993-06-15 12:00:00,1.28,3.04
Ahmedabad,1993-06-15 13:00:00,1.26,2.93
Ahmedabad,1993-06-15 14:00:00,1.24,2.87
Ahmedabad,1993-06-15 15:00:00,1.05,2.44
Ahmedabad,1993-06-15 16:00:00,0.86,1.84
Ahmedabad,1993-06-15 17:00:00,0.67,1.2
Ahmedabad,1993-06-15 18:00:00,0.39,0.57
Ahmedabad,1993-06-15 19:00:00,0.09,0.1
Ahmedabad,1993-06-15 20:00:00,0.0,0.0
Ahmedabad,1993-07-15 05:00:00,0.0,0.0
Ahmedabad,1993-07-15 06:00:00,0.03,0.03
Ahmedabad,1993-07-15 07:00:00,0.29,0.31
Ahmedabad,1993-07-15 08:00:00,0.66,0.79
Ahmedabad,1993-07-15 09:00:00,0.99,1.24
Ahmedabad,1993-07-15 10:00:00,1.26,1.72
Ahmedabad,1993-07-15 11:00:00,1.38,1.95
Ahmedabad,1993-07-15 12:00:00,1.41,2.0
Ahmedabad,1993-07-15 13:00:00,1.47,2.12
Ahmedabad,1993-07-15 14:00:00,1.3,1.96
Ahmedabad,1993-07-15 15:00:00,1.07,1.67
Ahmedabad,1993-07-15 16:00:00,0.87,1.32
Ahmedabad,1993-07-15 17:00:00,0.62,0.84
Ahmedabad,1993-07-15 18:00:00,0.3,0.35
Ahmedabad,1993-07-15 19:00:00,0.04,0.04
Ahmedabad,1993-07-15 20:00:00,0.0,0.0
Ahmedabad,1993-08-15 05:00:00,0.0,0.0
Ahmedabad,1993-08-15 06:00:00,0.02,0.02
Ahmedabad,1993-08-15 07:00:00,0.28,0.31
Ahmedabad,1993-08-15 08:00:00,0.65,0.84
Ahmedabad,1993-08-15 09:00:00,1.03,1.49
Ahmedabad,1993-08-15 10:00:00,1.26,1.93
Ahmedabad,1993-08-15 11:00:00,1.42,2.27
Ahmedabad,1993-08-15 12:00:00,1.53,2.56
Ahmedabad,1993-08-15 13:00:00,1.49,2.38
Ahmedabad,1993-08-15 14:00:00,1.35,2.33
Ahmedabad,1993-08-15 15:00:00,1.17,1.94
Ahmedabad,1993-08-15 16:00:00,0.91,1.45
Ahmedabad,1993-08-15 17:00:00,0.66,0.91
Ahmedabad,1993-08-15 18:00:00,0.29,0.35
Ahmedabad,1993-08-15 19:00:00,0.02,0.02
Ahmedabad,1993-08-15 20:00:00,0.0,0.0
Ahmedabad,1993-09-15 05:00:00,0.0,0.0
Ahmedabad,1993-09-15 06:00:00,0.0,0.0
Ahmedabad,1993-09-15 07:00:00,0.19,0.22
Ahmedabad,1993-09-15 08:00:00,0.56,0.78
Ahmedabad,1993-09-15 09:00:00,0.88,1.4
Ahmedabad,1993-09-15 10:00:00,1.17,1.94
Ahmedabad,1993-09-15 11:00:00,1.32,2.35
Ahmedabad,1993-09-15 12:00:00,1.44,2.49
Ahmedabad,1993-09-15 13:00:00,1.49,2.55
Ahmedabad,1993-09-15 14:00:00,1.37,2.36
Ahmedabad,1993-09-15 15:00:00,1.05,2.04
Ahmedabad,1993-09-15 16:00:00,0.85,1.51
Ahmedabad,1993-09-15 17:00:00,0.55,0.87
Ahmedabad,1993-09-15 18:00:00,0.21,0.27
Ahmedabad,1993-09-15 19:00:00,0.01,0.01
Ahmedabad,1993-09-15 20:00:00,0.0,0.0
Ahmedabad,1993-10-15 05:00:00,0.0,0.0
Ahmedabad,1993-10-15 06:00:00,0.0,0.0
Ahmedabad,1993-10-15 07:00:00,0.11,0.12
Ahmedabad,1993-10-15 08:00:00,0.36,0.69
Ahmedabad,1993-10-15 09:00:00,0.52,1.38
Ahmedabad,1993-10-15 10:00:00,0.62,2.05
Ahmedabad,1993-10-15 11:00:00,0.67,2.52
Ahmedabad,1993-10-15 12:00:00,0.77,2.69
Ahmedabad,1993-10-15 13:00:00,0.78,2.64
Ahmedabad,1993-10-15 14:00:00,0.73,2.43
Ahmedabad,1993-10-15 15:00:00,0.66,1.97
Ahmedabad,1993-10-15 16:00:00,0.51,1.37
Ahmedabad,1993-10-15 17:00:00,0.33,0.69
Ahmedabad,1993-10-15 18:00:00,0.09,0.12
Ahmedabad,1993-10-15 19:00:00,0.0,0.0
Ahmedabad,1993-10-15 20:00:00,0.0,0.0
Ahmedabad,1993-11-15 05:00:00,0.0,0.0
Ahmedabad,1993-11-15 06:00:00,0.0,0.0
Ahmedabad,1993-11-15 07:00:00,0.04,0.06
Ahmedabad,1993-11-15 08:00:00,0.28,0.54
Ahmedabad,1993-11-15 09:00:00,0.49,1.24
Ahmedabad,1993-11-15 10:00:00,0.59,1.91
Ahmedabad,1993-11-15 11:00:00,0.66,2.32
Ahmedabad,1993-11-15 12:00:00,0.72,2.57
Ahmedabad,1993-11-15 13:00:00,0.73,2.48
Ahmedabad,1993-11-15 14:00:00,0.64,2.24
Ahmedabad,1993-11-15 15:00:00,0.54,1.83
Ahmedabad,1993-11-15 16:00:00,0.41,1.16
Ahmedabad,1993-11-15 17:00:00,0.24,0.51
Ahmedabad,1993-11-15 18:00:00,0.04,0.05
Ahmedabad,1993-11-15 19:00:00,0.0,0.0
Ahmedabad,1993-11-15 20:00:00,0.0,0.0
Ahmedabad,1993-12-15 05:00:00,0.0,0.0
Ahmedabad,1993-12-15 06:00:00,0.0,0.0
Ahmedabad,1993-12-15 07:00:00,0.02,0.02
Ahmedabad,1993-12-15 08:00:00,0.2,0.43
Ahmedabad,1993-12-15 09:00:00,0.35,1.1
Ahmedabad,1993-12-15 10:00:00,0.43,1.77
Ahmedabad,1993-12-15 11:00:00,0.5,2.25
Ahmedabad,1993-12-15 12:00:00,0.54,2.48
Ahmedabad,1993-12-15 13:00:00,0.55,2.44
Ahmedabad,1993-12-15 14:00:00,0.55,2.2
Ahmedabad,1993-12-15 15:00:00,0.5,1.69
Ahmedabad,1993-12-15 16:00:00,0.38,1.06
Ahmedabad,1993-12-15 17:00:00,0.22,0.43
Ahmedabad,1993-12-15 18:00:00,0.03,0.03
Ahmedabad,1993-12-15 19:00:00,0.0,0.0
Ahmedabad,1993-12-15 20:00:00,0.0,0.0
Ahmedabad,1994-01-15 05:00:00,0.0,0.0
Ahmedabad,1994-01-15 06:00:00,0.0,0.0
Ahmedabad,1994-01-15 07:00:00,0.02,0.03
Ahmedabad,1994-01-15 08:00:00,0.22,0.42
Ahmedabad,1994-01-15 09:00:00,0.42,1.11
Ahmedabad,1994-01-15 10:00:00,0.54,1.75
Ahmedabad,1994-01-15 11:00:00,0.65,2.22
Ahmedabad,1994-01-15 12:00:00,0.67,2.47
Ahmedabad,1994-01-15 13:00:00,0.66,2.45
Ahmedabad,1994-01-15 14:00:00,0.61,2.18
Ahmedabad,1994-01-15 15:00:00,0.54,1.71
Ahmedabad,1994-01-15 16:00:00,0.42,1.1
Ahmedabad,1994-01-15 17:00:00,0.23,0.45
Ahmedabad,1994-01-15 18:00:00,0.03,0.04
Ahmedabad,1994-01-15 19:00:00,0.0,0.0
Ahmedabad,1994-01-15 20:00:00,0.0,0.0
Ahmedabad,1994-02-15 05:00:00,0.0,0.0
Ahmedabad,1994-02-15 06:00:00,0.0,0.0
Ahmedabad,1994-02-15 07:00:00,0.07,0.12
Ahmedabad,1994-02-15 08:00:00,0.29,0.79
Ahmedabad,1994-02-15 09:00:00,0.44,1.6
Ahmedabad,1994-02-15 10:00:00,0.52,2.31
Ahmedabad,1994-02-15 11:00:00,0.57,2.79
Ahmedabad,1994-02-15 12:00:00,0.62,3.02
Ahmedabad,1994-02-15 13:00:00,0.6,3.02
Ahmedabad,1994-02-15 14:00:00,0.58,2.73
Ahmedabad,1994-02-15 15:00:00,0.55,2.18
Ahmedabad,1994-02-15 16:00:00,0.44,1.47
Ahmedabad,1994-02-15 17:00:00,0.29,0.7
Ahmedabad,1994-02-15 18:00:00,0.07,0.1
Ahmedabad,1994-02-15 19:00:00,0.0,0.0
Ahmedabad,1994-02-15 20:00:00,0.0,0.0
Ahmedabad,1994-03-15 05:00:00,0.0,0.0
Ahmedabad,1994-03-15 06:00:00,0.0,0.0
Ahmedabad,1994-03-15 07:00:00,0.14,0.24
Ahmedabad,1994-03-15 08:00:00,0.36,1.04
Ahmedabad,1994-03-15 09:00:00,0.5,1.89
Ahmedabad,1994-03-15 10:00:00,0.57,2.55
Ahmedabad,1994-03-15 11:00:00,0.6,3.08
Ahmedabad,1994-03-15 12:00:00,0.62,3.34
Ahmedabad,1994-03-15 13:00:00,0.62,3.29
Ahmedabad,1994-03-15 14:00:00,0.61,2.96
Ahmedabad,1994-03-15 15:00:00,0.57,2.47
Ahmedabad,1994-03-15 16:00:00,0.48,1.75
Ahmedabad,1994-03-15 17:00:00,0.35,0.94
Ahmedabad,1994-03-15 18:00:00,0.12,0.2
Ahmedabad,1994-03-15 19:00:00,0.0,0.0
Ahmedabad,1994-03-15 20:00:00,0.0,0.0
Ahmedabad,1994-04-15 05:00:00,0.0,0.0
Ahmedabad,1994-04-15 06:00:00,0.01,0.01
Ahmedabad,1994-04-15 07:00:00,0.25,0.36
Ahmedabad,1994-04-15 08:00:00,0.54,1.14
Ahmedabad,1994-04-15 09:00:00,0.71,1.97
Ahmedabad,1994-04-15 10:00:00,0.79,2.66
Ahmedabad,1994-04-15 11:00:00,0.87,3.13
Ahmedabad,1994-04-15 12:00:00,0.92,3.36
Ahmedabad,1994-04-15 13:00:00,0.95,3.35
Ahmedabad,1994-04-15 14:00:00,0.9,3.03
Ahmedabad,1994-04-15 15:00:00,0.82,2.55
Ahmedabad,1994-04-15 16:00:00,0.72,1.86
Ahmedabad,1994-04-15 17:00:00,0.5,1.09
Ahmedabad,1994-04-15 18:00:00,0.24,0.36
Ahmedabad,1994-04-15 19:00:00,0.01,0.01
Ahmedabad,1994-04-15 20:00:00,0.0,0.0
Ahmedabad,1994-05-15 05:00:00,0.0,0.0
Ahmedabad,1994-05-15 06:00:00,0.04,0.04
Ahmedabad,1994-05-15 07:00:00,0.36,0.49
Ahmedabad,1994-05-15 08:00:00,0.65,1.25
Ahmedabad,1994-05-15 09:00:00,0.81,1.99
Ahmedabad,1994-05-15 10:00:00,0.92,2.59
Ahmedabad,1994-05-15 11:00:00,0.96,3.1
Ahmedabad,1994-05-15 12:00:00,0.97,3.38
Ahmedabad,1994-05-15 13:00:00,0.95,3.36
Ahmedabad,1994-05-15 14:00:00,0.9,3.12
Ahmedabad,1994-05-15 15:00:00,0.83,2.62
Ahmedabad,1994-05-15 16:00:00,0.75,2.0
Ahmedabad,1994-05-15 17:00:00,0.58,1.29
Ahmedabad,1994-05-15 18:00:00,0.32,0.5
Ahmedabad,1994-05-15 19:00:00,0.04,0.05
Ahmedabad,1994-05-15 20:00:00,0.0,0.0
Ahmedabad,1994-06-15 05:00:00,0.0,0.0
Ahmedabad,1994-06-15 06:00:00,0.04,0.05
Ahmedabad,1994-06-15 07:00:00,0.33,0.39
Ahmedabad,1994-06-15 08:00:00,0.66,0.9
Ahmedabad,1994-06-15 09:00:00,0.91,1.34
Ahmedabad,1994-06-15 10:00:00,1.05,1.74
Ahmedabad,1994-06-15 11:00:00,1.09,2.0
Ahmedabad,1994-06-15 12:00:00,1.21,2.14
Ahmedabad,1994-06-15 13:00:00,1.31,2.3
Ahmedabad,1994-06-15 14:00:00,1.19,2.18
Ahmedabad,1994-06-15 15:00:00,1.07,1.83
Ahmedabad,1994-06-15 16:00:00,0.85,1.44
Ahmedabad,1994-06-15 17:00:00,0.61,0.97
Ahmedabad,1994-06-15 18:00:00,0.34,0.44
Ahmedabad,1994-06-15 19:00:00,0.05,0.06
Ahmedabad,1994-06-15 20:00:00,0.0,0.0
Ahmedabad,1994-07-15 05:00:00,0.0,0.0
Ahmedabad,1994-07-15 06:00:00,0.03,0.03
Ahmedabad,1994-07-15 07:00:00,0.22,0.21
Ahmedabad,1994-07-15 08:00:00,0.53,0.57
Ahmedabad,1994-07-15 09:00:00,0.83,0.92
Ahmedabad,1994-07-15 10:00:00,1.07,1.23
Ahmedabad,1994-07-15 11:00:00,1.19,1.32
Ahmedabad,1994-07-15 12:00:00,1.36,1.73
Ahmedabad,1994-07-15 13:00:00,1.41,1.79
Ahmedabad,1994-07-15 14:00:00,1.2,1.51
Ahmedabad,1994-07-15 15:00:00,1.06,1.29
Ahmedabad,1994-07-15 16:00:00,0.81,0.94
Ahmedabad,1994-07-15 17:00:00,0.51,0.57
Ahmedabad,1994-07-15 18:00:00,0.23,0.26
Ahmedabad,1994-07-15 19:00:00,0.03,0.03
Ahmedabad,1994-07-15 20:00:00,0.0,0.0
Ahmedabad,1994-08-15 05:00:00,0.0,0.0
Ahmedabad,1994-08-15 06:00:00,0.01,0.01
Ahmedabad,1994-08-15 07:00:00,0.15,0.16
Ahmedabad,1994-08-15 08:00:00,0.38,0.41
Ahmedabad,1994-08-15 09:00:00,0.72,0.81
Ahmedabad,1994-08-15 10:00:00,0.96,1.11
Ahmedabad,1994-08-15 11:00:00,1.08,1.3
Ahmedabad,1994-08-15 12:00:00,1.18,1.46
Ahmedabad,1994-08-15 13:00:00,1.32,1.66
Ahmedabad,1994-08-15 14:00:00,1.19,1.57
Ahmedabad,1994-08-15 15:00:00,1.03,1.36
Ahmedabad,1994-08-15 16:00:00,0.83,1.05
Ahmedabad,1994-08-15 17:00:00,0.51,0.65
Ahmedabad,1994-08-15 18:00:00,0.22,0.27
Ahmedabad,1994-08-15 19:00:00,0.02,0.03
Ahmedabad,1994-08-15 20:00:00,0.0,0.0
Ahmedabad,1994-09-15 05:00:00,0.0,0.0
Ahmedabad,1994-09-15 06:00:00,0.0,0.0
Ahmedabad,1994-09-15 07:00:00,0.13,0.16
Ahmedabad,1994-09-15 08:00:00,0.42,0.65
Ahmedabad,1994-09-15 09:00:00,0.75,1.26
Ahmedabad,1994-09-15 10:00:00,0.96,1.73
Ahmedabad,1994-09-15 11:00:00,1.12,2.16
Ahmedabad,1994-09-15 12:00:00,1.23,2.42
Ahmedabad,1994-09-15 13:00:00,1.17,2.43
Ahmedabad,1994-09-15 14:00:00,1.07,2.27
Ahmedabad,1994-09-15 15:00:00,0.96,1.82
Ahmedabad,1994-09-15 16:00:00,0.7,1.3
Ahmedabad,1994-09-15 17:00:00,0.44,0.73
Ahmedabad,1994-09-15 18:00:00,0.15,0.2
Ahmedabad,1994-09-15 19:00:00,0.0,0.0
Ahmedabad,1994-09-15 20:00:00,0.0,0.0
Ahmedabad,1994-10-15 05:00:00,0.0,0.0
Ahmedabad,1994-10-15 06:00:00,0.0,0.0
Ahmedabad,1994-10-15 07:00:00,0.06,0.08
Ahmedabad,1994-10-15 08:00:00,0.29,0.59
Ahmedabad,1994-10-15 09:00:00,0.45,1.35
Ahmedabad,1994-10-15 10:00:00,0.53,2.06
Ahmedabad,1994-10-15 11:00:00,0.58,2.56
Ahmedabad,1994-10-15 12:00:00,0.6,2.86
Ahmedabad,1994-10-15 13:00:00,0.6,2.9
Ahmedabad,1994-10-15 14:00:00,0.58,2.64
Ahmedabad,1994-10-15 15:00:00,0.54,2.16
Ahmedabad,1994-10-15 16:00:00,0.43,1.48
Ahmedabad,1994-10-15 17:00:00,0.27,0.68
Ahmedabad,1994-10-15 18:00:00,0.06,0.08
Ahmedabad,1994-10-15 19:00:00,0.0,0.0
Ahmedabad,1994-10-15 20:00:00,0.0,0.0
Ahmedabad,1994-11-15 05:00:00,0.0,0.0
Ahmedabad,1994-11-15 06:00:00,0.0,0.0
Ahmedabad,1994-11-15 07:00:00,0.03,0.03
Ahmedabad,1994-11-15 08:00:00,0.23,0.44
Ahmedabad,1994-11-15 09:00:00,0.4,1.16
Ahmedabad,1994-11-15 10:00:00,0.5,1.81
Ahmedabad,1994-11-15 11:00:00,0.55,2.33
Ahmedabad,1994-11-15 12:00:00,0.57,2.62
Ahmedabad,1994-11-15 13:00:00,0.57,2.63
Ahmedabad,1994-11-15 14:00:00,0.55,2.38
Ahmedabad,1994-11-15 15:00:00,0.52,1.92
Ahmedabad,1994-11-15 16:00:00,0.38,1.26
Ahmedabad,1994-11-15 17:00:00,0.21,0.51
Ahmedabad,1994-11-15 18:00:00,0.03,0.04
Ahmedabad,1994-11-15 19:00:00,0.0,0.0
Ahmedabad,1994-11-15 20:00:00,0.0,0.0
Ahmedabad,1994-12-15 05:00:00,0.0,0.0
Ahmedabad,1994-12-15 06:00:00,0.0,0.0
Ahmedabad,1994-12-15 07:00:00,0.01,0.01
Ahmedabad,1994-12-15 08:00:00,0.18,0.36
Ahmedabad,1994-12-15 09:00:00,0.33,1.08
Ahmedabad,1994-12-15 10:00:00,0.43,1.73
Ahmedabad,1994-12-15 11:00:00,0.49,2.21
Ahmedabad,1994-12-15 12:00:00,0.54,2.47
Ahmedabad,1994-12-15 13:00:00,0.54,2.46
Ahmedabad,1994-12-15 14:00:00,0.5,2.26
Ahmedabad,1994-12-15 15:00:00,0.44,1.82
Ahmedabad,1994-12-15 16:00:00,0.34,1.16
Ahmedabad,1994-12-15 17:00:00,0.19,0.43
Ahmedabad,1994-12-15 18:00:00,0.02,0.02
Ahmedabad,1994-12-15 19:00:00,0.0,0.0
Ahmedabad,1994-12-15 20:00:00,0.0,0.0
Ahmedabad,1995-01-15 05:00:00,0.0,0.0
Ahmedabad,1995-01-15 06:00:00,0.0,0.0
Ahmedabad,1995-01-15 07:00:00,0.02,0.02
Ahmedabad,1995-01-15 08:00:00,0.22,0.42
Ahmedabad,1995-01-15 09:00:00,0.4,1.15
Ahmedabad,1995-01-15 10:00:00,0.5,1.81
Ahmedabad,1995-01-15 11:00:00,0.58,2.29
Ahmedabad,1995-01-15 12:00:00,0.63,2.54
Ahmedabad,1995-01-15 13:00:00,0.62,2.55
Ahmedabad,1995-01-15 14:00:00,0.6,2.31
Ahmedabad,1995-01-15 15:00:00,0.53,1.82
Ahmedabad,1995-01-15 16:00:00,0.4,1.17
Ahmedabad,1995-01-15 17:00:00,0.23,0.48
Ahmedabad,1995-01-15 18:00:00,0.03,0.04
Ahmedabad,1995-01-15 19:00:00,0.0,0.0
Ahmedabad,1995-01-15 20:00:00,0.0,0.0
Ahmedabad,1995-02-15 05:00:00,0.0,0.0
Ahmedabad,1995-02-15 06:00:00,0.0,0.0
Ahmedabad,1995-02-15 07:00:00,0.06,0.08
Ahmedabad,1995-02-15 08:00:00,0.26,0.65
Ahmedabad,1995-02-15 09:00:00,0.4,1.44
Ahmedabad,1995-02-15 10:00:00,0.48,2.15
Ahmedabad,1995-02-15 11:00:00,0.56,2.62
Ahmedabad,1995-02-15 12:00:00,0.59,2.88
Ahmedabad,1995-02-15 13:00:00,0.58,2.87
Ahmedabad,1995-02-15 14:00:00,0.59,2.64
Ahmedabad,1995-02-15 15:00:00,0.54,2.19
Ahmedabad,1995-02-15 16:00:00,0.41,1.54
Ahmedabad,1995-02-15 17:00:00,0.27,0.75
Ahmedabad,1995-02-15 18:00:00,0.07,0.12
Ahmedabad,1995-02-15 19:00:00,0.0,0.0
Ahmedabad,1995-02-15 20:00:00,0.0,0.0
Ahmedabad,1995-03-15 05:00:00,0.0,0.0
Ahmedabad,1995-03-15 06:00:00,0.0,0.0
Ahmedabad,1995-03-15 07:00:00,0.13,0.21
Ahmedabad,1995-03-15 08:00:00,0.38,0.94
Ahmedabad,1995-03-15 09:00:00,0.57,1.69
Ahmedabad,1995-03-15 10:00:00,0.69,2.39
Ahmedabad,1995-03-15 11:00:00,0.82,2.92
Ahmedabad,1995-03-15 12:00:00,0.85,3.09
Ahmedabad,1995-03-15 13:00:00,0.86,3.18
Ahmedabad,1995-03-15 14:00:00,0.89,2.81
Ahmedabad,1995-03-15 15:00:00,0.8,2.41
Ahmedabad,1995-03-15 16:00:00,0.64,1.8
Ahmedabad,1995-03-15 17:00:00,0.44,1.01
Ahmedabad,1995-03-15 18:00:00,0.17,0.29
Ahmedabad,1995-03-15 19:00:00,0.01,0.01
Ahmedabad,1995-03-15 20:00:00,0.0,0.0
Ahmedabad,1995-04-15 05:00:00,0.0,0.0
Ahmedabad,1995-04-15 06:00:00,0.01,0.01
Ahmedabad,1995-04-15 07:00:00,0.23,0.39
Ahmedabad,1995-04-15 08:00:00,0.46,1.19
Ahmedabad,1995-04-15 09:00:00,0.59,1.94
Ahmedabad,1995-04-15 10:00:00,0.66,2.56
Ahmedabad,1995-04-15 11:00:00,0.76,3.03
Ahmedabad,1995-04-15 12:00:00,0.82,3.23
Ahmedabad,1995-04-15 13:00:00,0.84,3.31
Ahmedabad,1995-04-15 14:00:00,0.8,3.11
Ahmedabad,1995-04-15 15:00:00,0.72,2.64
Ahmedabad,1995-04-15 16:00:00,0.61,2.07
Ahmedabad,1995-04-15 17:00:00,0.47,1.24
Ahmedabad,1995-04-15 18:00:00,0.22,0.4
Ahmedabad,1995-04-15 19:00:00,0.01,0.01
Ahmedabad,1995-04-15 20:00:00,0.0,0.0
Ahmedabad,1995-05-15 05:00:00,0.0,0.0
Ahmedabad,1995-05-15 06:00:00,0.05,0.05
Ahmedabad,1995-05-15 07:00:00,0.33,0.48
Ahmedabad,1995-05-15 08:00:00,0.61,1.2
Ahmedabad,1995-05-15 09:00:00,0.78,1.92
Ahmedabad,1995-05-15 10:00:00,0.84,2.57
Ahmedabad,1995-05-15 11:00:00,0.86,3.05
Ahmedabad,1995-05-15 12:00:00,0.89,3.29
Ahmedabad,1995-05-15 13:00:00,0.9,3.34
Ahmedabad,1995-05-15 14:00:00,0.86,3.15
Ahmedabad,1995-05-15 15:00:00,0.81,2.66
Ahmedabad,1995-05-15 16:00:00,0.71,2.06
Ahmedabad,1995-05-15 17:00:00,0.55,1.3
Ahmedabad,1995-05-15 18:00:00,0.32,0.55
Ahmedabad,1995-05-15 19:00:00,0.05,0.07
Ahmedabad,1995-05-15 20:00:00,0.0,0.0
Ahmedabad,1995-06-15 05:00:00,0.0,0.0
Ahmedabad,1995-06-15 06:00:00,0.05,0.06
Ahmedabad,1995-06-15 07:00:00,0.34,0.45
Ahmedabad,1995-06-15 08:00:00,0.66,1.04
Ahmedabad,1995-06-15 09:00:00,0.89,1.69
Ahmedabad,1995-06-15 10:00:00,1.03,2.23
Ahmedabad,1995-06-15 11:00:00,1.11,2.68
Ahmedabad,1995-06-15 12:00:00,1.14,2.82
Ahmedabad,1995-06-15 13:00:00,1.11,2.94
Ahmedabad,1995-06-15 14:00:00,1.06,2.78
Ahmedabad,1995-06-15 15:00:00,0.94,2.4
Ahmedabad,1995-06-15 16:00:00,0.81,1.95
Ahmedabad,1995-06-15 17:00:00,0.6,1.21
Ahmedabad,1995-06-15 18:00:00,0.35,0.56
Ahmedabad,1995-06-15 19:00:00,0.07,0.09
Ahmedabad,1995-06-15 20:00:00,0.0,0.0
Ahmedabad,1995-07-15 05:00:00,0.0,0.0
