INDEX,YEAR,MN,5HR,6HR,7HR,8HR,9HR,10HR,11HR,12HR,13HR,14HR,15HR,16HR,17HR,18HR,19HR,20HR,DTRAD,BHSS
42701,2010,7,0,0.13,0.37,0.63,0.89,1.08,1.22,1.24,1.14,0.93,0.85,0.59,0.35,0.11,0.01,0,9.53,0
42701,2010,8,0,0.03,0.24,0.55,0.89,1.09,1.22,1.21,1.11,1.02,0.87,0.64,0.35,0.12,0.01,0,9.34,0
42701,2010,10,0,0.01,0.21,0.51,0.75,0.92,0.99,1,0.93,0.77,0.63,0.38,0.14,0,0,0,7.25,0
42701,2010,11,0,0,0.16,0.4,0.58,0.75,0.89,0.94,0.76,0.71,0.56,0.31,0.06,0,0,0,6.1,0
42701,2010,12,0,0,0.11,0.35,0.51,0.62,0.69,0.69,0.69,0.57,0.44,0.26,0.04,0,0,0,4.98,0
42701,2011,1,0,0,0.1,0.35,0.5,0.58,0.62,0.66,0.64,0.57,0.46,0.32,0.1,0,0,0,4.9,0
42701,2011,2,0,0,0.16,0.4,0.56,0.69,0.79,0.8,0.73,0.67,0.56,0.38,0.18,0,0,0,5.92,0
42701,2011,3,0,0.03,0.27,0.52,0.62,0.73,0.74,0.75,0.78,0.75,0.59,0.42,0.22,0.01,0,0,6.41,0
42701,2011,4,0,0.09,0.35,0.62,0.78,0.88,0.9,0.93,0.95,0.74,0.61,0.45,0.25,0.04,0,0,7.61,0
42701,2011,5,0,0.11,0.41,0.68,0.83,0.93,1.07,1.19,1.17,0.91,0.77,0.6,0.35,0.14,0.01,0,9.17,0
42701,2011,6,0,0.1,0.34,0.61,0.88,1.07,1.18,1.11,1.09,0.97,0.74,0.53,0.26,0.1,0.01,0,8.99,0
42701,2011,7,0,0.1,0.4,0.8,1,1.23,1.37,1.37,1.21,1.01,0.89,0.62,0.41,0.17,0.01,0,10.59,0
42701,2011,8,0,0.05,0.25,0.6,0.86,1.03,1.17,1.13,1.16,0.91,0.64,0.43,0.25,0.06,0,0,8.53,0
42701,2011,9,0,0.03,0.23,0.51,0.72,0.92,1.01,1.13,1.16,1.01,0.77,0.54,0.21,0.02,0,0,8.26,0
42701,2011,10,0,0.03,0.3,0.55,0.73,0.91,0.99,0.99,0.94,0.84,0.67,0.41,0.09,0,0,0,7.45,0
42701,2011,11,0,0.01,0.21,0.49,0.63,0.76,0.86,0.86,0.74,0.66,0.5,0.28,0.05,0,0,0,6.04,0
42701,2011,12,0,0,0.1,0.37,0.51,0.65,0.73,0.75,0.69,0.6,0.47,0.31,0.07,0,0,0,5.24,0
42701,2012,1,0,0,0.03,0.23,0.45,0.62,0.73,0.77,0.75,0.73,0.56,0.35,0.14,0,0,0,5.37,0
42701,2012,2,0,0.01,0.06,0.32,0.46,0.62,0.74,0.72,0.72,0.71,0.62,0.49,0.33,0.08,0,0,5.86,0
42701,2012,3,0,0,0.14,0.47,0.7,0.85,1.02,1.1,1.01,0.92,0.78,0.61,0.37,0.07,0,0,8.03,0
42701,2012,4,0,0.03,0.26,0.49,0.64,0.76,0.84,0.95,0.9,0.85,0.84,0.7,0.44,0.11,0,0,7.84,0
42701,2012,5,0,0.15,0.44,0.68,0.81,0.9,1,1.04,1.09,1,0.98,0.7,0.39,0.09,0,0,9.27,0
42701,2012,6,0,0.13,0.41,0.67,0.92,1.09,1.12,1.24,1.2,1.08,0.98,0.69,0.42,0.11,0,0,10.05,0
42701,2012,7,0,0.04,0.24,0.59,0.85,1.04,1.13,1.35,1.23,1.07,0.82,0.59,0.32,0.13,0.01,0,9.42,0
42701,2012,8,0,0.03,0.22,0.5,0.7,0.96,1.15,1.16,1.25,1.04,0.84,0.61,0.37,0.12,0,0,8.96,0
42701,2012,9,0,0.03,0.26,0.54,0.78,0.99,1.14,1.14,1.06,0.82,0.63,0.44,0.24,0.03,0,0,8.11,0
42701,2012,10,0,0.05,0.32,0.55,0.71,0.82,0.87,0.9,0.91,0.77,0.59,0.34,0.08,0,0,0,6.93,0
42701,2012,11,0,0.01,0.23,0.48,0.63,0.8,0.81,0.85,0.77,0.68,0.48,0.24,0.02,0,0,0,5.99,0
42701,2012,12,0,0,0.08,0.3,0.46,0.58,0.65,0.65,0.62,0.54,0.43,0.29,0.06,0,0,0,4.67,0
42701,2013,1,0,0,0.03,0.28,0.51,0.66,0.74,0.78,0.77,0.7,0.59,0.41,0.13,0,0,0,5.61,0
42701,2013,2,0,0,0.09,0.34,0.54,0.71,0.82,0.86,0.85,0.76,0.62,0.42,0.2,0.01,0,0,6.21,0
42701,2013,3,0,0.01,0.21,0.48,0.59,0.67,0.74,0.79,0.8,0.74,0.66,0.46,0.27,0.04,0,0,6.46,0
42701,2013,4,0,0.03,0.26,0.5,0.71,0.78,0.84,0.89,0.92,0.93,0.73,0.5,0.33,0.09,0,0,7.51,0
42701,2013,5,0,0.09,0.36,0.64,0.82,0.94,0.97,1.01,1.03,0.88,0.76,0.65,0.42,0.15,0,0,8.71,0
42701,2013,6,0,0.09,0.37,0.62,0.95,1.19,1.33,1.33,1.23,1,0.83,0.62,0.37,0.14,0,0,10.06,0
42701,2013,7,0,0.05,0.31,0.56,0.87,1.16,1.22,1.27,1.27,1.1,0.92,0.74,0.45,0.18,0.01,0,10.12,0
