INDEX,YEAR,MN,5HR,6HR,7HR,8HR,9HR,10HR,11HR,12HR,13HR,14HR,15HR,16HR,17HR,18HR,19HR,20HR,DTRAD,BHSS
42667,1993,1,0,0,0,0.01,0.18,0.29,0.35,0.44,0.39,0.37,0.28,0.19,0.01,0,0,0,2.52,0
42667,1993,3,0,0,0.21,0.6,0.84,1,1.07,1.08,1.07,1.04,0.99,0.84,0.61,0.24,0,0,9.6,0
42667,1993,6,0,0.03,0.29,0.67,0.96,1.25,1.3,1.32,1.33,1.18,0.97,0.75,0.48,0.18,0.01,0,10.71,0
42667,1993,7,0,0,0.06,0.31,0.66,1,1.32,1.49,1.38,1.27,0.98,0.68,0.37,0.07,0,0,9.62,0
42667,1993,8,0,0,0.04,0.32,0.69,1.08,1.31,1.38,1.35,1.29,0.97,0.63,0.37,0.03,0,0,9.46,0
42667,1993,9,0,0,0.06,0.39,0.81,1.1,1.35,1.33,1.34,1.16,0.92,0.61,0.32,0.08,0,0,9.46,0
42667,1993,10,0,0,0.08,0.39,0.63,0.81,0.93,0.98,0.88,0.88,0.87,0.64,0.37,0.1,0,0,7.56,0
42667,1993,11,0,0,0.04,0.27,0.43,0.53,0.58,0.62,0.59,0.62,0.6,0.47,0.28,0.04,0,0,5.08,0
42667,1993,12,0,0,0.01,0.15,0.33,0.48,0.53,0.56,0.59,0.54,0.46,0.35,0.17,0.01,0,0,4.18,0
42667,1994,1,0,0,0,0.15,0.41,0.58,0.69,0.68,0.69,0.58,0.49,0.34,0.17,0.01,0,0,4.79,0
42667,1994,2,0,0,0.07,0.29,0.47,0.58,0.64,0.64,0.61,0.61,0.55,0.41,0.26,0.07,0,0,5.21,0
42667,1994,3,0,0,0.07,0.25,0.37,0.42,0.45,0.47,0.47,0.46,0.42,0.36,0.24,0.06,0,0,4.05,0
42667,1994,5,0,0.07,0.43,0.66,0.81,0.88,0.95,0.97,1,0.99,0.93,0.8,0.6,0.34,0.05,0,9.49,0
42667,1994,7,0,0,0.02,0.13,0.3,0.48,0.71,0.82,0.88,0.87,0.7,0.5,0.2,0.04,0,0,5.66,0
42667,1994,11,0,0,0.03,0.27,0.48,0.62,0.68,0.71,0.7,0.67,0.62,0.46,0.26,0.02,0,0,5.53,0
42667,1995,1,0,0,0.01,0.2,0.5,0.68,0.78,0.77,0.75,0.73,0.65,0.49,0.22,0.01,0,0,5.8,0
42667,1995,4,0,0.02,0.3,0.57,0.77,0.91,1,1.02,1.02,1.04,0.92,0.77,0.54,0.21,0,0,9.08,0
42667,1995,5,0,0.06,0.42,0.75,0.96,1.09,1.14,1.28,1.33,1.34,1.26,1.07,0.76,0.45,0.07,0,11.97,0
42667,1995,7,0,0.08,0.44,0.75,1,1.34,1.58,1.67,1.96,1.79,1.43,1.12,0.76,0.41,0.09,0,14.42,0
42667,1995,9,0,0.01,0.27,0.67,1.16,1.45,1.97,1.94,1.83,1.42,1.19,1.11,0.77,0.31,0.01,0,14.13,0
42667,1996,5,0,0.03,0.31,0.49,0.58,0.62,0.64,0.7,0.77,0.81,0.74,0.65,0.5,0.31,0.03,0,7.18,0
42667,1996,7,0,0.03,0.27,0.52,0.76,0.95,1.17,1.35,1.33,1.04,0.88,0.68,0.42,0.17,0.01,0,9.59,0
42667,1996,8,0,0.13,0.36,0.7,0.92,1.09,1.2,1.21,1.35,1.27,0.97,0.8,0.53,0.28,0.09,0,10.9,0
42667,1996,9,0,0.02,0.22,0.46,0.74,0.89,1.08,1.11,1.1,1.01,0.86,0.69,0.46,0.14,0,0,8.79,0
42667,1997,6,0,0.03,0.31,0.56,0.93,1.03,1.23,1.23,1.17,1.06,0.9,0.8,0.65,0.45,0.07,0,10.41,0
42667,1997,7,0,0.02,0.22,0.49,0.81,0.99,1.1,1.19,1.27,1.09,0.98,0.74,0.5,0.29,0.05,0,9.75,0
42667,1997,8,0,0.02,0.22,0.56,0.9,1.09,1.25,1.34,1.34,1.26,1.22,1.04,0.67,0.28,0.03,0,11.23,0
42667,1997,9,0,0.01,0.16,0.47,0.79,1.18,1.38,1.36,1.37,1.22,1.02,0.89,0.67,0.31,0.05,0,10.87,0
42667,1997,11,0,0,0.05,0.32,0.62,0.77,0.81,0.89,0.94,0.96,0.78,0.6,0.31,0.06,0,0,7.12,0
42667,1997,12,0,0,0.01,0.19,0.43,0.63,0.78,0.85,0.9,0.8,0.71,0.48,0.27,0.04,0,0,6.1,0
42667,1998,1,0,0,0.02,0.23,0.43,0.62,0.74,0.83,0.82,0.7,0.55,0.4,0.2,0.01,0,0,5.58,0
42667,1998,2,0,0,0.07,0.25,0.38,0.44,0.47,0.49,0.49,0.51,0.46,0.37,0.21,0.04,0,0,4.19,0
42667,1998,3,0,0,0.14,0.36,0.47,0.53,0.6,0.6,0.59,0.56,0.49,0.4,0.23,0.05,0,0,5.02,0
42667,1998,4,0,0,0.27,0.5,0.57,0.66,0.72,0.73,0.73,0.71,0.66,0.5,0.27,0.05,0,0,6.38,0
42667,1998,8,0,0.03,0.25,0.56,0.83,1.08,1.14,1.13,0.99,0.85,0.73,0.62,0.37,0.15,0.02,0,8.76,0
42667,1998,10,0,0.01,0.14,0.36,0.51,0.62,0.79,0.82,0.85,0.79,0.68,0.54,0.29,0.07,0,0,6.47,0
42667,1998,11,0,0,0.03,0.23,0.36,0.48,0.57,0.63,0.64,0.59,0.51,0.38,0.19,0.03,0,0,4.63,0
42667,1999,1,0,0,0.02,0.2,0.3,0.38,0.45,0.47,0.49,0.47,0.43,0.29,0.11,0.01,0,0,3.61,0
42667,1999,3,0,0,0.14,0.32,0.36,0.4,0.43,0.44,0.47,0.43,0.42,0.39,0.26,0.1,0.01,0,4.17,0
42667,1999,4,0,0.01,0.23,0.38,0.49,0.56,0.61,0.6,0.6,0.58,0.55,0.51,0.41,0.23,0.01,0,5.75,0
42667,1999,7,0,0.03,0.24,0.5,0.75,1,1.13,1.21,1.15,1.14,0.92,0.74,0.5,0.29,0.07,0,9.66,0
42667,1999,8,0,0.03,0.25,0.56,0.82,1.09,1.22,1.26,1.4,1.33,1.18,0.86,0.62,0.4,0.08,0,11.09,0
42667,1999,9,0,0.05,0.3,0.58,0.88,1.12,1.3,1.37,1.33,1.22,1.03,0.9,0.55,0.23,0.02,0,10.86,0
42667,2000,2,0,0,0.09,0.53,0.67,0.68,0.74,0.76,0.75,0.71,0.65,0.58,0.35,0.05,0,0,6.57,0
42667,2000,3,0,0,0.13,0.54,0.75,0.86,0.91,0.95,0.97,0.99,0.96,0.81,0.49,0.11,0,0,8.46,0
42667,2000,4,0,0,0.26,0.6,0.74,0.81,0.85,0.86,0.88,0.86,0.84,0.76,0.55,0.16,0,0,8.18,0
42667,2000,5,0,0.01,0.33,0.71,0.95,1.09,1.16,1.18,1.21,1.12,1.03,0.94,0.61,0.14,0,0,10.48,0
42667,2000,6,0,0.03,0.37,0.75,1.01,1.32,1.32,1.4,1.43,1.34,1.19,0.97,0.67,0.28,0.01,0,12.09,0
42667,2000,7,0,0.07,0.26,0.55,0.83,1.04,1.19,1.33,1.33,1.09,0.85,0.75,0.42,0.2,0.04,0,9.95,0
42667,2000,8,0,0.11,0.46,0.77,0.98,1.16,1.33,1.5,1.54,1.29,1.17,0.93,0.56,0.35,0.08,0,12.22,0
42667,2000,9,0,0.08,0.37,0.57,0.79,0.92,1.08,1.12,1.09,1.06,0.84,0.67,0.53,0.31,0.09,0,9.52,0
42667,2000,11,0,0,0.07,0.29,0.42,0.5,0.56,0.59,0.56,0.52,0.49,0.36,0.19,0.02,0,0,4.57,0
42667,2001,1,0,0,0.05,0.27,0.48,0.6,0.67,0.71,0.71,0.73,0.8,0.62,0.32,0.02,0,0,5.97,0
42667,2001,2,0,0,0.08,0.29,0.46,0.56,0.62,0.66,0.66,0.66,0.63,0.54,0.36,0.14,0.02,0,5.68,0
42667,2001,3,0,0,0.14,0.45,0.62,0.7,0.76,0.8,0.85,0.84,0.76,0.65,0.42,0.14,0,0,7.14,0
42667,2001,4,0,0.02,0.23,0.47,0.68,0.84,0.86,0.89,0.87,0.94,0.8,0.65,0.47,0.19,0.01,0,7.93,0
42667,2001,5,0,0.04,0.34,0.62,0.79,0.98,1.06,1.15,1.12,1.04,0.85,0.73,0.57,0.32,0.04,0,9.68,0
42667,2001,6,0,0.03,0.26,0.56,0.83,1.04,1.11,1.24,1.22,1.14,1.04,0.83,0.5,0.21,0.01,0,10.04,0
42667,2001,10,0,0,0.12,0.34,0.52,0.62,0.68,0.74,0.73,0.75,0.7,0.66,0.43,0.1,0.01,0,6.38,0
42667,2001,11,0,0,0.1,0.32,0.48,0.58,0.6,0.61,0.56,0.57,0.51,0.44,0.24,0.04,0,0,5.06,0
42667,2002,5,0,0.05,0.36,0.69,0.91,1.01,1.08,1.12,1.16,1.1,1.03,0.84,0.6,0.28,0.01,0,10.23,0
42667,2002,6,0,0,0.18,0.47,0.74,0.96,1.09,1.2,1.15,0.97,1.01,0.79,0.45,0.2,0,0,9.22,0
42667,2002,7,0,0.01,0.29,0.76,1.12,1.36,1.54,1.58,1.53,1.39,1.22,0.89,0.54,0.22,0.01,0,12.46,0
42667,2002,8,0,0,0.12,0.37,0.66,0.91,1.03,1.16,1.21,1.11,0.92,0.65,0.37,0.12,0,0,8.62,0
42667,2002,9,0,0,0.16,0.47,0.74,0.94,0.98,1.1,1.17,1.08,0.96,0.72,0.42,0.14,0,0,8.89,0
42667,2002,10,0,0,0.1,0.34,0.49,0.59,0.64,0.66,0.69,0.72,0.73,0.6,0.39,0.1,0,0,6.06,0
42667,2002,12,0,0,0,0.15,0.33,0.47,0.53,0.56,0.55,0.51,0.45,0.37,0.18,0.02,0,0,4.11,0
42667,2003,1,0,0,0.01,0.19,0.39,0.52,0.63,0.64,0.62,0.6,0.52,0.41,0.21,0.03,0,0,4.77,0
42667,2003,3,0,0,0.13,0.45,0.64,0.77,0.83,0.87,0.88,0.89,0.82,0.69,0.52,0.13,0,0,7.63,0
42667,2003,4,0,0.01,0.24,0.54,0.74,0.85,0.93,0.97,1.03,1.02,0.86,0.6,0.36,0.1,0.01,0,8.26,0
42667,2003,6,0,0.04,0.29,0.63,0.99,1.13,1.25,1.41,1.46,1.24,1.1,0.85,0.54,0.22,0.02,0,11.15,0
42667,2003,7,0,0.05,0.28,0.59,0.86,1.26,1.3,1.4,1.3,1.22,1.01,0.58,0.42,0.18,0.02,0,10.46,0
42667,2003,9,0,0,0.11,0.41,0.72,0.91,1.07,1.12,1.14,1.06,0.91,0.64,0.4,0.11,0.01,0,8.62,0
42667,2003,10,0,0,0.11,0.42,0.59,0.71,0.8,0.82,0.85,0.82,0.74,0.58,0.37,0.13,0.01,0,6.94,0
42667,2003,11,0,0,0.03,0.28,0.51,0.65,0.72,0.76,0.77,0.74,0.65,0.5,0.23,0.05,0,0,5.88,0
42667,2003,12,0,0,0.02,0.17,0.31,0.44,0.51,0.53,0.52,0.49,0.42,0.31,0.14,0.02,0,0,3.89,0
42667,2004,1,0,0,0.04,0.25,0.49,0.65,0.81,0.74,0.77,0.67,0.6,0.43,0.17,0.03,0,0,5.66,0
42667,2004,2,0,0,0.06,0.24,0.37,0.45,0.51,0.55,0.58,0.55,0.49,0.38,0.22,0.05,0,0,4.43,0
42667,2004,3,0,0,0.15,0.42,0.59,0.68,0.73,0.76,0.77,0.75,0.71,0.62,0.43,0.14,0.01,0,6.75,0
42667,2004,4,0,0.01,0.27,0.53,0.7,0.8,0.84,0.84,0.91,0.94,0.85,0.73,0.55,0.23,0.03,0,8.23,0
42667,2004,6,0,0.04,0.35,0.65,0.87,1,1.24,1.35,1.31,1.18,0.99,0.73,0.58,0.26,0.03,0,10.6,0
42667,2004,7,0,0.04,0.32,0.67,1.04,1.24,1.41,1.47,1.44,1.18,0.98,0.58,0.33,0.12,0.01,0,10.84,0
42667,2004,8,0,0.01,0.16,0.42,0.77,0.91,1.04,1.38,1.24,0.99,0.86,0.92,0.53,0.19,0.01,0,8.96,0
42667,2004,9,0,0.01,0.23,0.54,0.8,0.99,1.1,1.23,1.26,1.07,0.82,0.64,0.32,0.07,0,0,9.07,0
42667,2004,10,0,0,0.1,0.39,0.63,0.77,0.87,0.91,0.91,0.94,0.8,0.61,0.37,0.08,0,0,7.37,0
42667,2004,11,0,0,0.01,0.22,0.45,0.6,0.72,0.74,0.76,0.73,0.61,0.45,0.2,0.01,0,0,5.5,0
42667,2004,12,0,0,0.02,0.21,0.39,0.54,0.62,0.64,0.62,0.59,0.53,0.4,0.18,0.03,0,0,4.75,0
42667,2005,1,0,0,0.01,0.21,0.46,0.66,0.72,0.8,0.82,0.75,0.67,0.45,0.22,0.06,0,0,5.84,0
42667,2005,2,0,0,0.05,0.32,0.51,0.61,0.64,0.62,0.64,0.64,0.57,0.43,0.21,0.03,0,0,5.25,0
42667,2005,3,0,0,0.11,0.37,0.53,0.65,0.75,0.78,0.82,0.83,0.72,0.58,0.39,0.11,0,0,6.62,0
42667,2005,4,0,0.01,0.24,0.56,0.76,0.85,0.91,1,1,1.02,0.94,0.76,0.54,0.16,0,0,8.76,0
42667,2005,6,0,0.06,0.32,0.6,0.82,1.04,1.12,1.19,1.2,1.1,1,0.86,0.59,0.29,0.04,0,10.21,0
42667,2005,7,0,0.03,0.24,0.52,0.79,0.99,1.25,1.32,1.38,1.23,1.04,0.71,0.42,0.2,0.03,0,10.16,0
42667,2005,8,0,0.02,0.22,0.56,0.89,1.16,1.26,1.26,1.32,1.2,1.12,0.83,0.51,0.23,0.02,0,10.6,0
42667,2005,9,0,0.01,0.21,0.52,0.81,1.05,1.23,1.28,1.23,1.1,0.88,0.58,0.37,0.09,0,0,9.36,0
42667,2005,10,0,0,0.11,0.32,0.46,0.54,0.62,0.69,0.78,0.76,0.69,0.56,0.32,0.05,0,0,5.89,0
42667,2005,11,0,0,0.02,0.22,0.35,0.45,0.5,0.53,0.55,0.52,0.48,0.38,0.22,0.02,0,0,4.25,0
42667,2005,12,0,0,0,0.13,0.32,0.48,0.53,0.57,0.58,0.53,0.45,0.36,0.2,0.01,0,0,4.18,0
42667,2006,1,0,0,0,0.11,0.28,0.38,0.45,0.5,0.51,0.48,0.45,0.43,0.3,0.07,0,0,3.95,0
42667,2006,2,0,0,0,0.17,0.36,0.46,0.53,0.55,0.57,0.58,0.55,0.48,0.36,0.15,0,0,4.75,0
42667,2006,3,0,0,0.05,0.33,0.66,0.81,0.84,0.84,0.85,0.83,0.8,0.76,0.54,0.26,0.01,0,7.59,0
42667,2006,4,0,0,0.1,0.44,0.74,0.86,0.86,0.85,0.89,0.92,0.93,0.84,0.74,0.46,0.09,0,8.71,0
42667,2006,5,0,0,0.2,0.51,0.76,0.91,0.95,0.99,1,0.99,0.95,0.83,0.63,0.4,0.1,0,9.22,0
42667,2006,6,0,0.01,0.19,0.46,0.71,0.97,1.2,1.3,1.21,1.27,1.11,0.95,0.69,0.45,0.12,0,10.64,0
42667,2006,8,0,0,0.08,0.34,0.61,0.91,1.21,1.24,1.35,1.3,1.21,0.89,0.58,0.27,0.06,0,10.05,0
42667,2006,9,0,0,0.1,0.37,0.62,0.85,1,1.12,1.17,1.1,0.99,0.74,0.48,0.21,0.01,0,8.77,0
42667,2006,10,0,0,0.07,0.33,0.54,0.64,0.68,0.75,0.84,0.81,0.72,0.57,0.36,0.09,0,0,6.41,0
42667,2006,11,0,0,0.02,0.23,0.43,0.57,0.7,0.77,0.83,0.84,0.76,0.59,0.3,0.02,0,0,6.08,0
42667,2006,12,0,0,0,0.16,0.36,0.5,0.57,0.63,0.66,0.67,0.59,0.46,0.26,0.03,0,0,4.89,0
42667,2007,1,0,0,0,0.13,0.34,0.49,0.63,0.83,1.03,0.94,0.79,0.58,0.34,0.08,0,0,6.18,0
42667,2007,2,0,0,0,0.18,0.42,0.56,0.66,0.73,0.76,0.79,0.69,0.55,0.42,0.15,0,0,5.91,0
42667,2007,3,0,0,0.06,0.33,0.57,0.74,0.82,0.8,0.79,0.76,0.71,0.61,0.46,0.24,0.01,0,6.89,0
42667,2007,4,0,0,0.19,0.49,0.71,0.84,0.94,0.99,0.99,0.99,0.95,0.79,0.59,0.29,0.02,0,8.79,0
42667,2007,5,0,0.03,0.28,0.54,0.74,0.87,0.96,1,0.99,1.03,0.9,0.8,0.61,0.32,0.05,0,9.14,0
42667,2007,6,0,0.04,0.29,0.56,0.78,0.97,1.13,1.25,1.27,1.14,1.01,0.8,0.58,0.29,0.07,0,10.18,0
42667,2007,7,0,0.02,0.24,0.53,0.79,0.98,1.21,1.33,1.34,1.18,0.97,0.84,0.59,0.3,0.07,0,10.4,0
42667,2007,9,0,0.01,0.18,0.46,0.67,0.9,1.05,1.12,1.12,1.05,0.89,0.62,0.37,0.14,0,0,8.57,0
42667,2007,10,0,0,0.14,0.35,0.5,0.59,0.63,0.66,0.66,0.64,0.6,0.48,0.27,0.04,0,0,5.58,0
42667,2007,11,0,0,0.07,0.31,0.48,0.58,0.65,0.69,0.68,0.66,0.58,0.42,0.17,0,0,0,5.28,0
42667,2007,12,0,0,0.03,0.22,0.4,0.56,0.64,0.72,0.72,0.68,0.57,0.4,0.18,0,0,0,4.91,0
42667,2008,1,0,0,0.01,0.2,0.43,0.59,0.68,0.76,0.8,0.86,0.75,0.54,0.3,0.03,0,0,5.85,0
42667,2008,2,0,0,0.03,0.24,0.42,0.55,0.62,0.67,0.68,0.65,0.59,0.5,0.36,0.09,0,0,5.39,0
42667,2008,3,0,0,0.12,0.4,0.57,0.69,0.76,0.8,0.85,0.82,0.75,0.7,0.49,0.14,0,0,7.09,0
42667,2008,4,0,0.03,0.28,0.5,0.64,0.72,0.76,0.8,0.81,0.81,0.77,0.67,0.48,0.21,0,0,7.48,0
42667,2008,5,0,0.08,0.41,0.68,0.81,0.88,0.94,0.98,1.01,0.99,0.9,0.78,0.62,0.26,0.01,0,9.35,0
42667,2008,6,0,0.07,0.33,0.58,0.82,1.03,1.2,1.27,1.26,1.24,1.03,0.73,0.44,0.2,0.02,0,10.55,0
42667,2008,7,0,0.05,0.32,0.68,0.95,1.18,1.43,1.54,1.42,1.44,1.21,0.89,0.61,0.27,0.03,0,12.09,0
42667,2008,8,0,0.02,0.23,0.56,0.94,1.14,1.3,1.43,1.49,1.26,1.11,0.88,0.53,0.19,0.01,0,11.1,0
42667,2008,9,0,0.01,0.24,0.56,0.89,1.11,1.21,1.22,1.05,1.03,0.99,0.78,0.42,0.08,0,0,9.59,0
42667,2008,10,0,0,0.22,0.54,0.83,0.98,1.02,1.09,1.01,0.92,0.73,0.53,0.25,0.01,0,0,8.12,0
42667,2008,11,0,0,0.12,0.41,0.63,0.72,0.82,0.85,0.8,0.77,0.66,0.39,0.13,0,0,0,6.29,0
42667,2008,12,0,0,0.06,0.25,0.41,0.61,0.59,0.66,0.55,0.52,0.44,0.33,0.12,0,0,0,4.54,0
42667,2009,3,0,0.01,0.18,0.45,0.62,0.69,0.77,0.77,0.76,0.79,0.76,0.61,0.39,0.11,0,0,6.92,0
42667,2009,7,0,0.01,0.04,0.11,0.29,0.2,0.41,0.38,0.33,0.58,0.53,0.39,0.49,0.35,0.11,0,4.21,0
42667,2009,9,0,0,0.07,0.14,0.22,0.35,0.37,0.3,0.43,0.42,0.38,0.29,0.22,0.04,0,0,3.22,0
42667,2009,10,0,0,0.15,0.31,0.45,0.6,0.62,0.58,0.57,0.57,0.54,0.35,0.16,0,0,0,4.89,0
42667,2009,11,0,0,0.08,0.27,0.35,0.49,0.42,0.49,0.55,0.58,0.49,0.34,0.09,0,0,0,4.16,0
42667,2009,12,0,0,0.03,0.23,0.55,0.85,0.9,0.78,0.9,0.86,0.65,0.4,0.13,0,0,0,6.28,0
42667,2010,3,0,0,0.17,0.66,1.01,1.22,1.06,1.01,1.11,1.07,0.86,0.74,0.5,0.09,0.01,0,9.51,0
42667,2010,4,0,0.01,0.25,0.7,1.02,1.08,1.02,0.9,0.96,1.05,1.03,0.9,0.63,0.14,0.02,0,9.71,0
42667,2010,6,0,0.04,0.11,0.19,0.26,0.29,0.34,0.34,0.31,0.28,0.24,0.19,0.11,0.04,0,0,2.73,0
42667,2010,7,0,0.03,0.11,0.19,0.29,0.35,0.42,0.42,0.41,0.35,0.29,0.23,0.13,0.05,0.01,0,3.27,0
42667,2010,8,0,0.02,0.07,0.14,0.19,0.24,0.33,0.32,0.28,0.26,0.22,0.16,0.09,0.03,0,0,2.35,0
42667,2010,11,0,0,0.03,0.13,0.24,0.33,0.4,0.44,0.4,0.34,0.26,0.16,0.06,0.01,0,0,2.8,0
42667,2011,5,0,0.01,0.26,0.54,0.74,0.84,0.91,0.97,1.03,0.91,0.89,0.79,0.62,0.4,0.08,0,9,0
42667,2011,6,0,0.02,0.19,0.44,0.68,0.86,0.99,1.2,1.23,1.15,0.95,0.76,0.54,0.32,0.1,0,9.43,0
42667,2011,9,0,0,0.12,0.37,0.62,0.85,1,1.15,1.27,1.17,0.97,0.8,0.5,0.2,0.01,0,9.02,0
42667,2012,5,0,0.05,0.36,0.66,0.84,0.88,0.9,0.98,1.03,1.01,0.95,0.97,0.77,0.38,0.03,0,9.81,0
42667,2012,6,0,0.06,0.33,0.66,0.9,0.94,1.04,1.05,1.11,1.14,1.24,0.99,0.57,0.33,0.05,0,10.43,0
42667,2012,7,0,0.03,0.21,0.45,0.75,0.9,1.11,1.29,1.15,1.17,1,0.75,0.43,0.21,0.03,0,9.46,0
42667,2012,8,0,0.01,0.11,0.29,0.48,0.65,0.78,0.96,1.09,1.05,0.87,0.59,0.37,0.16,0.02,0,7.42,0
42667,2012,9,0,0.01,0.26,0.45,0.8,1.05,1.21,1.31,1.26,1.1,0.97,0.68,0.39,0.12,0,0,9.61,0
42667,2012,10,0,0,0.18,0.44,0.55,0.66,0.68,0.77,0.81,0.81,0.69,0.48,0.25,0.04,0,0,6.36,0
42667,2012,11,0,0,0.1,0.32,0.48,0.56,0.61,0.66,0.63,0.61,0.52,0.37,0.15,0,0,0,5.01,0
42667,2012,12,0,0,0,0.06,0.27,0.52,0.73,0.92,0.91,0.88,0.73,0.46,0.19,0.05,0,0,5.73,0
42667,2013,1,0,0,0,0.02,0.03,0.05,0.06,0.09,0.11,0.1,0.08,0.07,0.04,0.02,0,0,0.68,0
42667,2013,2,0,0,0,0.04,0.13,0.25,0.31,0.34,0.39,0.38,0.33,0.23,0.13,0.04,0.01,0,2.57,0
42667,2014,1,0,0,0,0.12,0.4,0.63,0.91,1.1,1.13,1.03,0.85,0.67,0.36,0.03,0,0,7.24,0
42667,2014,2,0,0,0.01,0.24,0.55,0.72,0.74,0.88,0.83,0.94,0.85,0.63,0.42,0.08,0,0,6.9,0
42667,2014,3,0,0,0.1,0.37,0.56,0.7,0.76,0.77,0.76,0.78,0.73,0.62,0.46,0.18,0,0,6.8,0
42667,2014,4,0,0.01,0.21,0.47,0.65,0.73,0.8,0.84,0.84,0.83,0.78,0.66,0.45,0.22,0.01,0,7.49,0
42667,2014,7,0,0.02,0.2,0.44,0.67,0.88,1.02,1.07,1.14,1.16,0.93,0.65,0.3,0.13,0.02,0,8.63,0
42667,2014,8,0,0.01,0.19,0.49,0.77,1.03,1.31,1.44,1.35,1.12,0.84,0.72,0.47,0.22,0.02,0,9.99,0
42667,2014,9,0,0.01,0.2,0.47,0.68,0.89,1.06,1.08,1.14,1.04,0.87,0.64,0.42,0.09,0,0,8.58,0
42667,2014,10,0,0,0.17,0.46,0.67,0.82,0.9,0.97,0.96,0.9,0.74,0.53,0.25,0.02,0,0,7.4,0
42667,2014,11,0,0,0.08,0.35,0.58,0.72,0.76,0.79,0.8,0.72,0.59,0.41,0.13,0,0,0,5.91,0
42667,2014,12,0,0,0.03,0.23,0.47,0.58,0.68,0.71,0.69,0.64,0.53,0.34,0.13,0,0,0,5.03,0
42667,2015,5,0,0.03,0.26,0.59,0.79,0.97,1.13,1.22,1.2,1.42,1.41,1.11,0.56,0.23,0.02,0,10.92,0
42667,2015,10,0,0,0.12,0.48,0.68,0.68,0.77,0.78,0.88,0.89,0.78,0.57,0.32,0.05,0,0,7,0
42667,2015,11,0,0,0.04,0.29,0.75,0.98,0.93,0.89,0.83,0.78,0.64,0.43,0.19,0.01,0,0,6.76,0
42667,2018,10,0,0,0.17,0.43,0.59,0.7,0.79,0.95,1.1,1.19,1.01,0.65,0.22,0.01,0,0,7.81,0
42667,2018,11,0,0,0.07,0.33,0.55,0.77,0.93,0.92,0.87,0.79,0.64,0.51,0.28,0.05,0,0,6.69,0
42667,2019,5,0,0.02,0.24,0.51,0.68,0.79,0.81,0.82,0.86,1.03,1.56,1.57,0.99,0.32,0.05,0,10.25,0
42667,2020,2,0,0,0.01,0.14,0.42,0.69,0.89,0.98,0.98,0.88,0.78,0.61,0.4,0.11,0,0,6.89,0
42667,2020,3,0,0,0.04,0.32,0.65,0.83,0.91,0.94,0.91,0.91,0.85,0.85,0.65,0.22,0,0,8.09,0
42667,2020,4,0,0,0.1,0.3,0.49,0.62,0.67,0.71,0.73,0.76,1.04,1.11,0.8,0.27,0,0,7.59,0
42667,2020,5,0,0.02,0.23,0.46,0.61,0.69,0.81,0.89,0.91,0.98,1.09,1.17,0.58,0.29,0.05,0,8.77,0
42647,1993,1,0,0,0.02,0.22,0.4,0.52,0.59,0.61,0.63,0.64,0.57,0.46,0.3,0.05,0,0,5.01,0
42647,1993,2,0,0,0.07,0.34,0.53,0.65,0.7,0.71,0.72,0.7,0.65,0.53,0.38,0.1,0,0,6.08,0
42647,1993,3,0,0,0.19,0.47,0.64,0.73,0.8,0.8,0.8,0.79,0.74,0.65,0.47,0.18,0,0,7.26,0
42647,1993,4,0,0.02,0.23,0.42,0.55,0.67,0.69,0.73,0.75,0.75,0.77,0.67,0.5,0.23,0.02,0,7,0
42647,1993,5,0,0.05,0.32,0.57,0.71,0.78,0.81,0.81,0.83,0.85,0.81,0.73,0.58,0.32,0.05,0,8.21,0
42647,1993,6,0,0.06,0.34,0.69,0.98,1.15,1.25,1.28,1.26,1.24,1.05,0.86,0.67,0.39,0.09,0,11.29,0
42647,1993,7,0,0.03,0.29,0.66,0.99,1.26,1.38,1.41,1.47,1.3,1.07,0.87,0.62,0.3,0.04,0,11.65,0
42647,1993,8,0,0.02,0.28,0.65,1.03,1.26,1.42,1.53,1.49,1.35,1.17,0.91,0.66,0.29,0.02,0,12.09,0
42647,1993,9,0,0,0.19,0.56,0.88,1.17,1.32,1.44,1.49,1.37,1.05,0.85,0.55,0.21,0.01,0,11.08,0
42647,1993,10,0,0,0.11,0.36,0.52,0.62,0.67,0.77,0.78,0.73,0.66,0.51,0.33,0.09,0,0,6.17,0
42647,1993,11,0,0,0.04,0.28,0.49,0.59,0.66,0.72,0.73,0.64,0.54,0.41,0.24,0.04,0,0,5.37,0
42647,1993,12,0,0,0.02,0.2,0.35,0.43,0.5,0.54,0.55,0.55,0.5,0.38,0.22,0.03,0,0,4.26,0
42647,1994,1,0,0,0.02,0.22,0.42,0.54,0.65,0.67,0.66,0.61,0.54,0.42,0.23,0.03,0,0,5.01,0
42647,1994,2,0,0,0.07,0.29,0.44,0.52,0.57,0.62,0.6,0.58,0.55,0.44,0.29,0.07,0,0,5.04,0
42647,1994,3,0,0,0.14,0.36,0.5,0.57,0.6,0.62,0.62,0.61,0.57,0.48,0.35,0.12,0,0,5.54,0
42647,1994,4,0,0.01,0.25,0.54,0.71,0.79,0.87,0.92,0.95,0.9,0.82,0.72,0.5,0.24,0.01,0,8.23,0
42647,1994,5,0,0.04,0.36,0.65,0.81,0.92,0.96,0.97,0.95,0.9,0.83,0.75,0.58,0.32,0.04,0,9.09,0
42647,1994,6,0,0.04,0.33,0.66,0.91,1.05,1.09,1.21,1.31,1.19,1.07,0.85,0.61,0.34,0.05,0,10.71,0
