INDEX,YEAR,MN,5HR,6HR,7HR,8HR,9HR,10HR,11HR,12HR,13HR,14HR,15HR,16HR,17HR,18HR,19HR,20HR,DTRAD,BHSS
42339,2014,7,0,0.05,0.36,0.84,1.4,1.92,2.25,2.49,2.61,2.46,2.14,1.65,1.01,0.48,0.09,0,19.76,5.4
42339,2014,10,0,0,0.12,0.6,1.18,1.63,2.03,2.3,2.25,1.96,1.41,0.8,0.26,0,0,0,14.53,8.9
42339,2014,11,0,0,0.05,0.45,1.04,1.53,1.9,2.09,2,1.71,1.27,0.71,0.17,0,0,0,12.92,8.7
42339,2014,12,0,0,0.01,0.28,0.83,1.34,1.72,1.9,1.82,1.6,1.22,0.69,0.16,0,0,0,11.57,8.1
42339,2015,1,0,0,0,0.21,0.71,1.18,1.59,1.96,1.98,1.76,1.38,0.82,0.31,0.01,0,0,11.93,7.5
42339,2015,2,0,0,0.03,0.36,0.97,1.61,2.08,2.35,2.3,2.13,1.66,1.05,0.51,0.06,0,0,15.1,8.8
42339,2015,3,0,0,0.15,0.67,1.29,1.89,2.38,2.61,2.61,2.23,1.91,1.31,0.7,0.15,0,0,17.91,8.7
42339,2015,4,0,0.03,0.36,0.97,1.62,2.18,2.64,2.83,2.82,2.58,2.14,1.46,0.79,0.22,0,0,20.64,8.8
42339,2015,5,0,0.1,0.56,1.22,1.87,2.44,2.86,3.05,3.01,2.75,2.29,1.62,0.91,0.3,0.01,0,22.98,10.3
42339,2015,6,0,0.12,0.54,1.09,1.63,2.12,2.52,2.6,2.6,2.3,1.97,1.42,0.89,0.35,0.03,0,20.21,0
42339,2015,7,0,0.08,0.38,0.7,1.08,1.46,1.71,2.01,1.92,1.97,1.6,1.18,0.72,0.28,0.04,0,15.1,5.1
42339,2015,8,0,0.05,0.35,0.87,1.37,1.81,2.14,2.28,2.32,2.08,1.79,1.28,0.74,0.24,0.01,0,17.33,7.3
42339,2015,9,0,0.02,0.37,0.98,1.6,2.15,2.46,2.5,2.41,2.18,1.78,1.19,0.57,0.09,0,0,18.28,8.9
42339,2015,10,0,0,0.29,0.9,1.5,2.08,2.36,2.49,2.41,2.06,1.55,0.9,0.28,0,0,0,16.82,9.6
42339,2015,11,0,0,0.09,0.57,1.14,1.59,1.94,2.02,1.9,1.58,1.09,0.54,0.08,0,0,0,12.54,7.9
42339,2015,12,0,0,0.01,0.2,0.74,1.29,1.68,1.89,1.88,1.63,1.32,0.82,0.28,0.01,0,0,11.76,8.1
42339,2016,1,0,0,0.01,0.24,0.78,1.28,1.71,1.92,1.88,1.63,1.34,0.86,0.33,0.01,0,0,11.99,8
42339,2016,2,0,0,0.03,0.37,0.97,1.58,2.02,2.29,2.34,2.12,1.69,1.17,0.56,0.08,0,0,15.21,8.8
42339,2016,3,0,0,0.15,0.67,1.33,1.97,2.38,2.64,2.64,2.37,1.79,1.22,0.6,0.12,0,0,17.9,0
42339,2016,4,0,0.06,0.5,1.2,1.89,2.5,3.07,3.42,3.24,2.97,2.37,1.68,0.9,0.23,0,0,24.01,0
42339,2016,5,0,0.15,0.68,1.34,2.06,2.5,2.94,3.2,3.05,2.87,2.29,1.72,0.99,0.32,0.01,0,24.11,0
42339,2016,6,0,0.09,0.46,1,1.64,2.27,2.77,3.12,3.1,2.75,2.32,1.82,1.14,0.5,0.08,0,23.06,0
42339,2016,7,0,0.06,0.36,0.83,1.35,1.8,2.21,2.41,2.39,2.19,1.97,1.5,0.97,0.43,0.07,0,18.53,0
42339,2016,8,0,0.02,0.25,0.66,1.06,1.5,1.82,2.29,2.11,1.8,1.65,1.18,0.73,0.29,0.02,0,15.39,0
42339,2016,9,0,0.01,0.31,0.97,1.69,2.39,2.89,3.04,3.06,2.78,2.24,1.54,0.79,0.15,0,0,21.86,0
42339,2016,10,0,0,0.19,0.8,1.52,2.14,2.59,2.77,2.63,2.18,1.72,1.06,0.37,0.01,0,0,17.97,0
42339,2016,11,0,0,0.07,0.59,1.25,1.84,2.27,2.45,2.35,1.98,1.5,0.83,0.17,0,0,0,15.3,0
42339,2016,12,0,0,0.03,0.41,1.07,1.63,2.02,2.27,2.21,1.88,1.44,0.81,0.17,0,0,0,13.92,0
42339,2017,1,0,0,0.01,0.28,0.83,1.35,1.83,2.15,2.16,1.94,1.53,0.97,0.33,0.01,0,0,13.39,7.2
42339,2017,2,0,0,0.05,0.49,1.22,1.83,2.41,2.75,2.83,2.62,2.11,1.44,0.66,0.07,0,0,18.48,9.4
42339,2017,3,0,0,0.21,0.83,1.56,2.17,2.79,3.18,3.14,2.84,2.26,1.59,0.8,0.12,0,0,21.49,9.1
42339,2017,4,0,0.07,0.54,1.24,1.98,2.67,3.15,3.22,3.34,3.04,2.5,1.76,0.92,0.2,0,0,24.61,10.4
42339,2017,5,0,0.15,0.67,1.39,2.11,2.69,3.12,3.32,3.22,2.88,2.39,1.66,0.95,0.28,0,0,24.81,10.4
42339,2017,6,0,0.15,0.6,1.18,1.81,2.36,2.83,3.01,2.99,2.72,2.31,1.73,1.09,0.4,0.04,0,23.2,8.3
42339,2017,7,0,0.04,0.28,0.74,1.24,1.82,2.19,2.18,2.4,2.09,1.65,1.16,0.69,0.32,0.07,0,16.87,5
42339,2017,8,0,0.01,0.23,0.65,1.19,1.81,2.12,2.36,2.34,2.27,1.92,1.47,0.84,0.36,0.03,0,17.6,6.5
42339,2017,9,0,0,0.23,0.79,1.38,2.01,2.46,2.67,2.63,2.38,1.96,1.33,0.65,0.13,0,0,18.63,0.3
42339,2017,10,0,0,0.2,0.82,1.54,2.17,2.63,2.86,2.8,2.49,1.96,1.22,0.46,0.01,0,0,19.17,9.7
42339,2017,11,0,0,0.05,0.44,1.02,1.52,1.85,2.02,1.94,1.7,1.25,0.69,0.14,0,0,0,12.61,7.7
42339,2018,1,0,0,0.01,0.27,0.9,1.51,1.96,2.29,2.33,2.11,1.69,1.08,0.4,0.01,0,0,14.56,8.5
42339,2018,4,0,0.03,0.42,1.11,1.86,2.52,3.03,3.33,3.35,3,2.54,1.73,1.01,0.31,0.01,0,24.24,9.4
42339,2018,5,0,0.06,0.45,1.1,1.81,2.45,2.94,3.17,3.22,2.95,2.49,1.86,1.1,0.41,0.03,0,24.06,10.1
42339,2018,6,0,0.09,0.46,0.99,1.6,2.21,2.73,2.96,2.93,2.78,2.41,1.79,1.1,0.48,0.09,0,22.62,6.9
42339,2018,8,0,0.03,0.27,0.68,1.05,1.45,1.86,2.02,2.01,1.96,1.74,1.29,0.77,0.28,0.02,0,15.42,4.7
42339,2018,9,0,0.01,0.29,0.83,1.47,2.09,2.46,2.66,2.57,2.37,1.9,1.31,0.64,0.11,0,0,18.73,7.2
42339,2018,10,0,0,0.22,0.84,1.51,2.1,2.5,2.72,2.67,2.25,1.7,0.99,0.3,0,0,0,17.78,8.9
42339,2018,12,0,0,0.03,0.41,1.04,1.59,2,2.19,2.16,1.87,1.41,0.79,0.13,0,0,0,13.62,8.3
42339,2019,1,0,0,0.02,0.33,0.9,1.48,1.93,2.19,2.16,1.99,1.49,0.93,0.29,0.01,0,0,13.71,7.7
42339,2019,2,0,0,0.06,0.48,1.14,1.77,2.28,2.54,2.59,2.32,1.78,1.18,0.5,0.05,0,0,16.68,8.4
42339,2019,3,0,0,0.22,0.77,1.46,2.13,2.68,3.06,3.04,2.73,2.2,1.45,0.73,0.11,0,0,20.6,8.5
42339,2019,4,0,0.04,0.43,1.1,1.85,2.56,3.01,3.21,3.15,2.98,2.4,1.7,0.9,0.24,0.01,0,23.58,10.1
42339,2019,5,0,0.08,0.49,1.13,1.85,2.51,2.98,3.2,3.2,2.95,2.39,1.82,1.11,0.43,0.04,0,24.17,10.2
42339,2019,6,0,0.09,0.47,1.04,1.67,2.33,2.75,2.94,2.97,2.79,2.38,1.78,1.1,0.48,0.08,0,22.88,8.3
42339,2019,7,0,0.06,0.39,0.9,1.41,2.05,2.45,2.68,2.84,2.53,2.06,1.5,0.96,0.43,0.09,0,20.36,7.1
42339,2019,8,0,0.03,0.27,0.72,1.24,1.59,2.04,2.2,2.25,2.17,1.87,1.36,0.86,0.29,0.02,0,16.91,6.1
42339,2019,9,0,0.01,0.26,0.76,1.42,2.02,2.38,2.61,2.6,2.18,1.78,1.19,0.59,0.11,0,0,17.89,6.8
42339,2019,10,0,0,0.14,0.67,1.33,2,2.41,2.61,2.57,2.23,1.75,1.15,0.43,0.03,0,0,17.31,8.5
42339,2019,11,0,0,0.03,0.32,0.84,1.36,1.85,2.04,2.1,1.85,1.4,0.86,0.28,0.01,0,0,12.94,6.3
42339,2019,12,0,0,0.01,0.19,0.75,1.34,1.88,2.18,2.26,2.06,1.6,1.04,0.36,0.01,0,0,13.68,7.8
42339,2020,1,0,0,0.01,0.28,0.85,1.38,1.86,2.15,2.25,2.05,1.58,1,0.33,0.01,0,0,13.75,7.3
42339,2020,2,0,0,0.06,0.49,1.18,1.84,2.33,2.59,2.62,2.37,1.93,1.27,0.49,0.04,0,0,17.22,9.1
42339,2020,3,0,0,0.18,0.75,1.4,2.05,2.59,2.91,2.95,2.62,2,1.43,0.73,0.13,0,0,19.75,8
42339,2020,4,0,0.03,0.35,1.02,1.75,2.49,2.95,3.18,3.22,2.72,2.27,1.63,0.88,0.27,0.01,0,22.77,9.4
42339,2020,5,0,0.07,0.5,1.15,1.82,2.36,2.99,3.24,3.31,3.08,2.58,1.79,1.07,0.46,0.04,0,24.45,10.7
42339,2020,6,0,0.09,0.48,1.1,1.73,1.92,2.66,2.88,3.01,2.81,2.42,1.83,1.11,0.45,0.07,0,22.57,9.2
42339,2020,7,0,0.08,0.43,0.93,1.48,1.82,2.5,2.84,2.79,2.59,2.05,1.58,0.92,0.39,0.05,0,20.45,8.4
42339,2020,8,0,0.03,0.25,0.62,1.08,1.45,1.63,2,1.94,1.78,1.61,1.21,0.78,0.27,0.02,0,14.67,5.2
42339,2020,9,0,0.01,0.21,0.63,1.11,1.58,1.76,2.08,2.39,2.19,1.47,0.89,0.48,0.16,0,0,14.94,7
42339,2020,10,0,0,0.02,0.33,0.95,1.58,2.11,2.4,2.47,2.3,2,1.47,0.76,0.14,0,0,16.52,8.4
42339,2020,11,0,0,0,0.18,0.74,1.33,1.83,2.17,2.26,2.05,1.72,1.2,0.54,0.05,0,0,14.07,7.9
42339,2020,12,0,0,0,0.06,0.5,1.1,1.67,2.03,2.18,1.99,1.7,1.22,0.62,0.04,0,0,13.12,8
42339,2021,1,0,0,0.01,0.16,0.61,1.14,1.65,2.04,2.22,2.08,1.77,1.26,0.6,0.05,0,0,13.58,7.3
42339,2021,2,0,0,0.07,0.59,1.21,1.7,2.23,2.46,2.4,2.14,1.71,1.17,0.52,0.05,0,0,16.23,9.4
42339,2021,3,0,0,0.2,0.84,1.44,2.16,2.67,2.95,2.82,2.56,2.12,1.5,0.79,0.16,0,0,20.21,8.6
42339,2021,4,0,0.02,0.37,1.02,1.72,2.42,2.86,3.14,3.11,2.96,2.39,1.78,1.06,0.36,0.02,0,23.24,9.5
42339,2021,5,0,0.07,0.5,1.14,1.85,2.5,2.89,3.11,3.07,2.87,2.45,1.88,1.16,0.48,0.06,0,24.02,9.5
42339,2021,6,0,0.1,0.56,1.21,1.88,2.44,2.83,3.07,3.12,2.96,2.48,1.87,1.26,0.55,0.1,0,24.41,8.8
42339,2021,7,0,0.07,0.43,0.92,1.5,1.99,2.4,2.59,2.68,2.3,1.9,1.48,0.9,0.4,0.06,0,19.64,6.6
42339,2021,8,0,0.03,0.35,0.93,1.5,2.15,2.44,2.76,2.76,2.6,2.1,1.56,0.98,0.38,0.03,0,20.59,7.8
42339,2021,9,0,0,0.21,0.74,1.39,1.81,2.21,2.31,2.44,2.23,1.68,1.18,0.71,0.19,0,0,17.1,6.6
42339,2021,10,0,0,0.02,0.37,1.05,1.7,2.26,2.63,2.68,2.5,2.13,1.57,0.88,0.22,0,0,18.01,9
42339,2021,11,0,0,0,0.19,0.72,1.34,1.87,2.18,2.26,2.1,1.7,1.15,0.55,0.06,0,0,14.13,8.1
42339,2021,12,0,0,0,0.07,0.48,1.03,1.56,1.92,2.05,1.94,1.62,1.08,0.53,0.03,0,0,12.32,6.9
42339,2022,1,0,0,0,0.05,0.44,1.08,1.63,1.97,2.13,2.1,1.93,1.41,0.8,0.1,0,0,13.64,7.8
42339,2022,2,0,0,0,0.11,0.68,1.34,2.02,2.47,2.69,2.7,2.38,1.86,1.16,0.32,0,0,17.73,9.6
42339,2022,3,0,0,0.24,0.93,1.71,2.4,2.91,3.14,3.15,2.93,2.45,1.76,0.96,0.21,0,0,22.8,9.5
42339,2022,4,0,0.02,0.39,1.14,1.9,2.51,3.03,3.26,3.25,3.06,2.56,1.9,1.12,0.38,0.02,0,24.56,10.1
42339,2022,5,0,0.07,0.51,1.17,1.87,2.54,3.05,3.27,3.27,3.06,2.53,1.92,1.18,0.49,0.06,0,24.97,9.8
42339,2022,6,0,0.1,0.58,1.24,1.9,2.45,2.89,3.11,3.14,2.92,2.54,1.93,1.29,0.57,0.1,0,24.76,8.5
42339,2022,7,0,0.06,0.38,0.83,1.32,1.69,1.99,2,2.03,1.99,1.55,1.11,0.72,0.36,0.05,0,16.09,4.6
42339,2022,8,0,0.03,0.3,0.8,1.34,1.77,1.96,2.08,2.14,1.85,1.7,1.36,0.79,0.3,0.03,0,16.45,5.6
42339,2022,9,0,0.01,0.24,0.85,1.56,2.14,2.56,2.89,2.83,2.56,2.2,1.64,0.9,0.23,0,0,20.6,9
42339,2022,10,0,0,0.1,0.63,1.34,2.02,2.47,2.68,2.66,2.39,2,1.33,0.62,0.08,0,0,18.33,9.1
42339,2022,11,0,0,0.03,0.41,1.08,1.62,2.07,2.38,2.37,2.14,1.65,1.05,0.4,0.03,0,0,15.24,9
42339,2023,1,0,0,0.02,0.34,0.96,1.55,1.97,2.23,2.27,2.01,1.58,0.95,0.34,0.01,0,0,14.22,7.9
42339,2023,2,0,0,0.08,0.61,1.35,1.98,2.44,2.72,2.73,2.45,1.97,1.29,0.59,0.06,0,0,18.25,9.5
42339,2023,3,0,0,0.15,0.77,1.56,2.22,2.71,2.96,2.91,2.65,2.14,1.41,0.65,0.1,0,0,20.22,8.2
42809,1993,1,0,0,0.03,0.37,0.97,1.56,2.01,2.23,2.25,1.99,1.53,0.96,0.37,0.03,0,0,14.29,3.6
42809,1993,2,0,0,0.07,0.52,1.19,1.82,2.27,2.43,2.35,2.13,1.76,1.12,0.48,0.06,0,0,16.18,5
42809,1993,3,0,0,0.19,0.78,1.51,2.15,2.59,2.85,2.77,2.52,2.1,1.47,0.76,0.17,0,0,19.87,7.5
42809,1993,4,0,0.02,0.37,0.96,1.57,2.16,2.62,2.82,2.86,2.53,2.16,1.53,0.82,0.28,0.02,0,20.73,7.4
42809,1993,5,0,0.06,0.43,1,1.66,2.22,2.57,2.97,2.84,2.83,2.34,1.68,1.08,0.42,0.06,0,22.16,6.8
42809,1993,6,0,0.06,0.38,0.76,1.15,1.56,1.91,1.99,2.2,2.17,1.99,1.49,0.83,0.4,0.07,0,16.95,3.8
42809,1993,7,0,0.04,0.32,0.77,1.29,1.75,2.07,2.19,1.96,1.9,1.57,1.19,0.72,0.3,0.04,0,16.12,3.5
42809,1993,8,0,0.02,0.26,0.69,1.06,1.43,1.8,1.74,1.7,1.52,1.43,1.13,0.63,0.29,0.02,0,13.72,2.6
42809,1993,9,0,0,0.19,0.67,1.1,1.7,2.07,2.1,1.89,1.69,1.3,0.88,0.47,0.15,0,0,14.23,3.5
42809,1993,10,0,0,0.12,0.64,1.25,1.7,2,2.17,2.03,1.92,1.47,0.9,0.52,0.12,0,0,14.82,5.8
42809,1993,11,0,0,0.04,0.44,1.02,1.47,1.74,1.98,2.05,1.77,1.5,0.99,0.4,0.04,0,0,13.46,6.7
42809,1993,12,0,0,0.02,0.29,0.78,1.13,1.34,1.58,1.6,1.44,1.18,0.76,0.26,0.02,0,0,10.4,2.6
42809,1994,1,0,0,0.02,0.34,0.91,1.4,1.76,1.93,1.91,1.77,1.45,0.95,0.35,0.03,0,0,12.81,5.1
42809,1994,2,0,0,0.06,0.45,1.1,1.7,2.1,2.23,2.14,1.91,1.58,1.07,0.48,0.07,0,0,14.89,6.3
42809,1994,3,0,0,0.16,0.73,1.44,2.1,2.59,2.69,2.76,2.5,2.03,1.45,0.71,0.16,0,0,19.34,7.8
42809,1994,4,0,0.02,0.3,0.82,1.48,2.05,2.52,2.7,2.71,2.53,2.18,1.5,0.73,0.25,0.02,0,19.81,7.4
42809,1994,5,0,0.05,0.4,1.04,1.69,2.21,2.69,2.96,2.85,2.56,2.11,1.59,0.96,0.42,0.05,0,21.59,7
42809,1994,6,0,0.06,0.34,0.75,1.26,1.56,1.94,2.01,2,1.79,1.57,1.17,0.68,0.32,0.06,0,15.52,2.8
42809,1994,7,0,0.04,0.36,0.75,1.18,1.5,2.01,1.79,1.63,1.65,1.34,0.95,0.6,0.28,0.05,0,14.11,2.6
42809,1994,8,0,0.02,0.27,0.73,1.26,1.65,2,1.92,1.82,1.82,1.37,0.97,0.68,0.28,0.03,0,14.81,2.7
42809,1994,9,0,0,0.21,0.75,1.35,1.99,2.38,2.43,2.31,1.97,1.61,1.11,0.72,0.22,0.01,0,17.05,5.1
42809,1994,10,0,0,0.14,0.64,1.2,1.6,2.11,2.19,1.9,1.73,1.48,1.14,0.56,0.11,0,0,14.82,6.1
42809,1994,11,0,0,0.03,0.33,0.8,1.27,1.69,1.85,1.74,1.58,1.26,0.77,0.32,0.03,0,0,11.68,5.2
42809,1994,12,0,0,0.02,0.32,0.9,1.46,1.84,2.05,2.03,1.84,1.45,0.92,0.35,0.02,0,0,13.2,5.4
42809,1995,1,0,0,0.03,0.36,0.89,1.41,1.83,1.96,1.93,1.73,1.36,0.9,0.36,0.03,0,0,12.79,5.8
42809,1995,2,0,0,0.06,0.38,0.87,1.37,1.75,1.97,1.89,1.71,1.33,0.86,0.42,0.06,0,0,12.7,5
42809,1995,3,0,0,0.2,0.78,1.46,2.12,2.5,2.48,2.45,2.44,2.04,1.44,0.74,0.19,0,0,18.85,7.5
42809,1995,4,0,0.01,0.3,0.96,1.68,2.25,2.66,2.94,2.9,2.66,2.26,1.62,0.85,0.29,0.02,0,21.41,7.7
42809,1995,5,0,0.05,0.38,0.9,1.45,2.03,2.62,2.66,2.5,2.35,1.91,1.43,0.94,0.41,0.06,0,19.71,5
42809,1995,6,0,0.08,0.43,0.87,1.35,1.77,1.84,1.77,2.1,1.74,1.43,1.22,0.72,0.3,0.05,0,15.67,2.4
42809,1995,7,0,0.05,0.38,0.84,1.27,1.58,1.76,1.94,2.08,1.8,1.34,1.01,0.66,0.33,0.06,0,15.1,2.1
42809,1995,8,0,0.04,0.34,0.84,1.4,1.88,2.19,2.26,2.12,1.72,1.36,0.98,0.62,0.26,0.03,0,16.05,3.5
42809,1995,9,0,0,0.18,0.63,1.15,1.69,1.81,1.99,1.82,1.63,1.24,0.98,0.6,0.2,0,0,13.94,3.2
42809,1995,10,0,0,0.12,0.67,1.26,1.69,2.18,2.2,2.24,1.94,1.54,0.99,0.53,0.1,0,0,15.46,5.7
42809,1995,11,0,0,0.04,0.44,1.01,1.53,1.97,2.05,2.14,1.91,1.45,1.02,0.46,0.06,0,0,14.09,6.2
42809,1995,12,0,0,0.02,0.35,0.87,1.31,1.66,1.9,1.87,1.73,1.43,0.94,0.39,0.04,0,0,12.51,6.4
42809,1996,1,0,0,0.03,0.37,0.89,1.4,1.78,1.98,1.98,1.79,1.43,0.95,0.41,0.05,0,0,13.06,5.6
42809,1996,2,0,0,0.07,0.46,0.98,1.52,2.02,2.21,2.21,2.09,1.64,1.07,0.55,0.1,0,0,14.93,7.5
42809,1996,3,0,0,0.16,0.71,1.32,1.91,2.39,2.56,2.57,2.37,1.89,1.34,0.73,0.21,0,0,18.16,7.3
42809,1996,4,0,0.02,0.29,0.8,1.44,1.99,2.32,2.6,2.71,2.48,2.17,1.58,0.91,0.29,0.02,0,19.63,6.6
42809,1996,5,0,0.05,0.44,1.08,1.71,2.22,2.55,2.78,2.75,2.56,2.2,1.7,1.05,0.4,0.04,0,21.54,7.1
42809,1996,6,0,0.05,0.37,0.87,1.35,1.74,1.96,2.08,1.92,1.51,1.38,1.16,0.77,0.34,0.06,0,15.57,4.1
42809,1996,7,0,0.04,0.28,0.67,1.17,1.47,1.82,1.78,1.89,1.64,1.36,1.07,0.73,0.35,0.05,0,14.32,2.3
42809,1996,8,0,0.02,0.21,0.63,1.14,1.42,1.61,1.52,1.65,1.28,1.18,0.89,0.53,0.21,0.03,0,12.32,1.9
42809,1996,9,0,0,0.13,0.61,1.17,1.67,2.02,2.18,2.15,1.85,1.34,1.04,0.57,0.16,0,0,14.89,4.2
42809,1996,10,0,0,0.1,0.54,1.26,1.75,2.06,2.08,2.1,1.88,1.58,1.14,0.59,0.12,0,0,15.21,6.6
42809,1996,11,0,0,0.05,0.34,0.97,1.52,1.96,2.12,2.09,1.92,1.58,1.08,0.43,0.06,0,0,14.11,7.8
42809,1996,12,0,0,0.02,0.25,0.75,1.21,1.55,1.74,1.71,1.54,1.17,0.74,0.25,0.02,0,0,10.96,5.4
42809,1997,1,0,0,0.02,0.27,0.8,1.36,1.72,1.84,1.83,1.63,1.3,0.84,0.29,0.03,0,0,11.93,6.9
42809,1997,2,0,0,0.07,0.43,1.11,1.77,2.25,2.38,2.37,2.18,1.75,1.22,0.54,0.08,0,0,16.13,8
42809,1997,3,0,0,0.14,0.62,1.32,1.92,2.26,2.46,2.44,2.28,1.88,1.33,0.69,0.16,0,0,17.51,6.9
42809,1997,4,0,0.02,0.28,0.84,1.51,2.23,2.59,2.73,2.78,2.52,2.19,1.6,0.87,0.26,0.02,0,20.43,7.4
42809,1997,5,0,0.07,0.41,0.97,1.58,2.07,2.46,2.74,2.77,2.44,2.14,1.6,1.04,0.42,0.05,0,20.76,
42809,1997,6,0,0.05,0.36,0.89,1.38,1.81,2.17,2.13,2.18,2,1.67,1.21,0.85,0.45,0.08,0,17.25,5.7
42809,1997,7,0,0.05,0.32,0.71,1.21,1.68,1.91,1.83,1.84,1.53,1.16,0.81,0.53,0.32,0.07,0,13.97,2.9
42809,1997,8,0,0.03,0.26,0.73,1.17,1.56,1.76,1.66,1.55,1.55,1.23,1.01,0.64,0.25,0.04,0,13.46,2.9
42809,1997,9,0,0.01,0.21,0.69,1.3,1.76,2.02,1.97,1.88,1.6,1.16,0.79,0.51,0.16,0.01,0,14.07,3.2
42809,1997,10,0,0,0.12,0.58,1.32,1.87,2.21,2.27,2.27,1.97,1.54,1.09,0.62,0.12,0,0,15.98,7.4
42809,1997,11,0,0,0.05,0.35,0.99,1.56,1.92,2.01,1.98,1.77,1.42,0.96,0.41,0.05,0,0,13.47,6.6
42809,1997,12,0,0,0.03,0.27,0.8,1.33,1.69,1.79,1.76,1.56,1.27,0.83,0.29,0.03,0,0,11.64,5.9
42809,1998,1,0,0,0.03,0.26,0.67,1.2,1.61,1.73,1.72,1.55,1.25,0.83,0.31,0.03,0,0,11.17,5.1
42809,1998,2,0,0,0.08,0.42,1.01,1.57,2.01,2.22,2.19,1.98,1.68,1.08,0.46,0.08,0,0,14.79,6.4
42809,1998,3,0,0,0.25,0.87,1.57,2.09,2.51,2.69,2.65,2.39,1.99,1.45,0.81,0.24,0,0,19.51,7.2
42809,1998,4,0,0.03,0.4,1,1.63,2.09,2.62,2.84,2.74,2.47,2.08,1.5,0.88,0.32,0.02,0,20.63,7.7
42809,1998,5,0,0.07,0.48,1.01,1.52,2.02,2.43,2.66,2.63,2.45,1.97,1.49,1.02,0.47,0.06,0,20.28,7.1
42809,1998,6,0,0.09,0.47,0.9,1.45,1.91,2.24,2.31,2.45,2.13,1.74,1.43,1.01,0.44,0.1,0,18.67,5.6
42809,1998,7,0,0.07,0.37,0.81,1.28,1.69,1.96,2.02,1.85,1.69,1.44,1.02,0.65,0.33,0.05,0,15.23,3
42809,1998,8,0,0.04,0.36,0.77,1.14,1.52,1.79,1.88,1.77,1.51,1.35,0.98,0.6,0.28,0.03,0,14.03,3.1
42809,1998,9,0,0.01,0.3,0.87,1.42,1.76,2.22,2.31,1.99,1.85,1.59,1.06,0.62,0.23,0.01,0,16.25,3.9
42809,1998,10,0,0,0.15,0.63,1.24,1.77,2.07,2.12,2.05,1.62,1.22,0.92,0.52,0.13,0,0,14.45,5.2
42809,1998,11,0,0,0.07,0.51,1.13,1.59,1.87,1.99,1.96,1.79,1.48,0.95,0.43,0.06,0,0,13.83,6.3
42809,1998,12,0,0,0.03,0.38,0.98,1.51,1.91,2.13,2.11,1.85,1.45,0.93,0.37,0.03,0,0,13.67,7.5
42809,1999,1,0,0,0.04,0.42,1.01,1.51,1.94,2.19,2.2,2,1.6,1.05,0.44,0.05,0,0,14.44,7.3
42809,1999,2,0,0,0.09,0.6,1.23,1.73,2.21,2.41,2.44,2.26,1.86,1.28,0.63,0.11,0,0,16.85,8.2
42809,1999,3,0,0,0.2,0.77,1.48,2.11,2.57,2.7,2.71,2.49,2.09,1.5,0.8,0.21,0,0,19.64,7.2
42809,1999,4,0,0.03,0.36,0.99,1.68,2.28,2.68,2.86,2.77,2.56,2.19,1.7,1.02,0.37,0.03,0,21.51,8.2
42809,1999,5,0,0.05,0.37,0.92,1.48,2.15,2.48,2.57,2.46,2.32,1.89,1.41,0.8,0.36,0.05,0,19.3,6.6
42809,1999,6,0,0.08,0.42,0.86,1.31,1.77,2.05,2.1,1.97,1.56,1.38,1.07,0.79,0.37,0.08,0,15.82,3.8
42809,1999,7,0,0.06,0.36,0.77,1.16,1.56,1.91,1.97,1.87,1.6,1.24,1.01,0.65,0.33,0.06,0,14.54,3.5
42809,1999,8,0,0.03,0.32,0.79,1.22,1.65,1.92,2.14,1.82,1.55,1.39,1.05,0.63,0.3,0.03,0,14.84,3.3
42809,1999,9,0,0.01,0.21,0.7,1.15,1.53,1.88,1.7,1.69,1.32,1.21,0.85,0.51,0.19,0.01,0,12.97,3.3
42809,1999,10,0,0,0.1,0.56,1.12,1.62,2.06,2.04,2.01,1.83,1.46,1.08,0.53,0.12,0,0,14.54,5.2
42809,1999,11,0,0,0.05,0.48,1.07,1.6,1.98,2.04,2.05,1.79,1.46,0.95,0.43,0.05,0,0,13.95,7.3
42809,1999,12,0,0,0.03,0.39,0.92,1.45,1.83,1.95,1.93,1.71,1.33,0.82,0.31,0.02,0,0,12.69,7
42809,2000,1,0,0,0.04,0.42,1,1.53,1.99,2.15,2.07,1.85,1.45,0.94,0.36,0.03,0,0,13.86,6.6
42809,2000,2,0,0,0.08,0.47,0.94,1.46,1.81,2,1.8,1.74,1.47,0.93,0.45,0.07,0,0,13.24,4.7
42809,2000,3,0,0,0.2,0.72,1.45,2.05,2.41,2.53,2.45,2.3,1.9,1.37,0.74,0.19,0,0,18.31,7.6
42809,2000,4,0,0.02,0.32,0.92,1.62,2.2,2.57,2.64,2.5,2.42,1.93,1.51,0.86,0.32,0.02,0,19.86,7.6
42809,2000,5,0,0.06,0.42,0.99,1.61,2.09,2.32,2.37,2.27,2.28,1.96,1.47,0.98,0.48,0.08,0,19.38,6.7
42809,2000,6,0,0.08,0.44,0.97,1.44,1.92,2.15,2.17,2.02,1.8,1.4,1.13,0.78,0.34,0.08,0,16.7,4.4
42809,2000,7,0,0.06,0.36,0.8,1.19,1.7,1.91,1.94,1.95,1.9,1.67,1.31,0.8,0.41,0.07,0,16.05,4.2
42809,2000,8,0,0.03,0.33,0.83,1.36,1.87,2.11,2.14,1.97,1.56,1.24,1.03,0.6,0.27,0.03,0,15.38,4.6
42809,2000,9,0,0.01,0.19,0.65,1.25,1.62,1.87,1.96,1.87,1.64,1.24,1.15,0.67,0.21,0.01,0,14.33,4.5
