STATION,DATETIME,DIFFUSE MJ/m^2,GLOBAL MJ/m^2,YEAR,MONTH,HOUR,HOUR_SIN,HOUR_COS,MONTH_SIN,MONTH_COS,DIRECT MJ/m^2
Ahmedabad,2022-11-15 12:00:00,0.75,2.42,2022,11,12,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,1.67
Ahmedabad,2022-11-15 13:00:00,0.74,2.41,2022,11,13,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,1.6700000000000002
Ahmedabad,2022-11-15 14:00:00,0.71,2.15,2022,11,14,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,1.44
Ahmedabad,2022-11-15 15:00:00,0.64,1.67,2022,11,15,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,1.0299999999999998
Ahmedabad,2022-11-15 16:00:00,0.49,1.05,2022,11,16,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0.56
Ahmedabad,2022-11-15 17:00:00,0.27,0.43,2022,11,17,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0.15999999999999998
Ahmedabad,2022-11-15 18:00:00,0.03,0.03,2022,11,18,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0.0
Ahmedabad,2022-11-15 19:00:00,0.0,0.0,2022,11,19,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0.0
Ahmedabad,2022-11-15 20:00:00,0.0,0.0,2022,11,20,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0.0
Ahmedabad,2022-12-15 05:00:00,0.0,0.0,2022,12,5,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,0.0
Ahmedabad,2022-12-15 06:00:00,0.0,0.0,2022,12,6,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,0.0
Ahmedabad,2022-12-15 07:00:00,0.02,0.02,2022,12,7,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0.0
Ahmedabad,2022-12-15 08:00:00,0.22,0.34,2022,12,8,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,0.12000000000000002
Ahmedabad,2022-12-15 09:00:00,0.43,1.0,2022,12,9,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,0.5700000000000001
Ahmedabad,2022-12-15 10:00:00,0.57,1.62,2022,12,10,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,1.0500000000000003
Ahmedabad,2022-12-15 11:00:00,0.64,2.06,2022,12,11,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,1.42
Ahmedabad,2022-12-15 12:00:00,0.7,2.27,2022,12,12,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,1.57
Ahmedabad,2022-12-15 13:00:00,0.67,2.28,2022,12,13,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,1.6099999999999999
Ahmedabad,2022-12-15 14:00:00,0.64,2.01,2022,12,14,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,1.3699999999999997
Ahmedabad,2022-12-15 15:00:00,0.54,1.57,2022,12,15,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,1.03
Ahmedabad,2022-12-15 16:00:00,0.4,0.98,2022,12,16,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,0.58
Ahmedabad,2022-12-15 17:00:00,0.21,0.34,2022,12,17,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0.13000000000000003
Ahmedabad,2022-12-15 18:00:00,0.01,0.02,2022,12,18,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,0.01
Ahmedabad,2022-12-15 19:00:00,0.0,0.0,2022,12,19,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,0.0
Ahmedabad,2022-12-15 20:00:00,0.0,0.0,2022,12,20,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.0
Ahmedabad,2023-01-15 05:00:00,0.0,0.0,2023,1,5,0.9659258262890683,0.25881904510252074,0.0,1.0,0.0
Ahmedabad,2023-01-15 06:00:00,0.0,0.0,2023,1,6,1.0,6.123233995736766e-17,0.0,1.0,0.0
Ahmedabad,2023-01-15 07:00:00,0.03,0.03,2023,1,7,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0
Ahmedabad,2023-01-15 08:00:00,0.25,0.38,2023,1,8,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.13
Ahmedabad,2023-01-15 09:00:00,0.49,1.07,2023,1,9,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.5800000000000001
Ahmedabad,2023-01-15 10:00:00,0.65,1.67,2023,1,10,0.49999999999999994,-0.8660254037844387,0.0,1.0,1.02
Ahmedabad,2023-01-15 11:00:00,0.78,2.13,2023,1,11,0.258819045102521,-0.9659258262890682,0.0,1.0,1.3499999999999999
Ahmedabad,2023-01-15 12:00:00,0.81,2.34,2023,1,12,1.2246467991473532e-16,-1.0,0.0,1.0,1.5299999999999998
Ahmedabad,2023-01-15 13:00:00,0.81,2.32,2023,1,13,-0.2588190451025208,-0.9659258262890683,0.0,1.0,1.5099999999999998
Ahmedabad,2023-01-15 14:00:00,0.76,2.1,2023,1,14,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1.34
Ahmedabad,2023-01-15 15:00:00,0.64,1.65,2023,1,15,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1.0099999999999998
Ahmedabad,2023-01-15 16:00:00,0.48,1.05,2023,1,16,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.5700000000000001
Ahmedabad,2023-01-15 17:00:00,0.24,0.4,2023,1,17,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.16000000000000003
Ahmedabad,2023-01-15 18:00:00,0.02,0.03,2023,1,18,-1.0,-1.8369701987210297e-16,0.0,1.0,0.009999999999999998
Ahmedabad,2023-01-15 19:00:00,0.0,0.0,2023,1,19,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.0
Ahmedabad,2023-01-15 20:00:00,0.0,0.0,2023,1,20,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.0
Ahmedabad,2023-04-15 05:00:00,0.0,0.0,2023,4,5,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,0.0
Ahmedabad,2023-04-15 06:00:00,0.0,0.0,2023,4,6,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.0
Ahmedabad,2023-04-15 07:00:00,0.07,0.08,2023,4,7,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.009999999999999995
Ahmedabad,2023-04-15 08:00:00,0.58,0.6,2023,4,8,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.020000000000000018
Ahmedabad,2023-04-15 09:00:00,1.1,1.34,2023,4,9,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,0.24
Ahmedabad,2023-04-15 10:00:00,0.75,1.97,2023,4,10,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,1.22
Ahmedabad,2023-04-15 11:00:00,0.72,2.49,2023,4,11,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,1.7700000000000002
Ahmedabad,2023-04-15 12:00:00,0.87,2.77,2023,4,12,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,1.9
Ahmedabad,2023-04-15 13:00:00,1.0,2.92,2023,4,13,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,1.92
Ahmedabad,2023-04-15 14:00:00,0.92,2.84,2023,4,14,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,1.92
Ahmedabad,2023-04-15 15:00:00,0.87,2.51,2023,4,15,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,1.6399999999999997
Ahmedabad,2023-04-15 16:00:00,0.76,2.07,2023,4,16,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,1.3099999999999998
Ahmedabad,2023-04-15 17:00:00,0.59,1.32,2023,4,17,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.7300000000000001
Ahmedabad,2023-04-15 18:00:00,0.39,0.7,2023,4,18,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,0.30999999999999994
Ahmedabad,2023-04-15 19:00:00,0.06,0.09,2023,4,19,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,0.03
Ahmedabad,2023-04-15 20:00:00,0.0,0.0,2023,4,20,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.0
Bhopal,1993-03-15 05:00:00,0.0,0.0,1993,3,5,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,0.0
Bhopal,1993-03-15 06:00:00,0.0,0.0,1993,3,6,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.0
Bhopal,1993-03-15 07:00:00,0.21,0.24,1993,3,7,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0.03
Bhopal,1993-03-15 08:00:00,0.6,0.91,1993,3,8,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.31000000000000005
Bhopal,1993-03-15 09:00:00,0.84,1.61,1993,3,9,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0.7700000000000001
Bhopal,1993-03-15 10:00:00,1.0,2.28,1993,3,10,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,1.2799999999999998
Bhopal,1993-03-15 11:00:00,1.07,2.72,1993,3,11,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,1.6500000000000001
Bhopal,1993-03-15 12:00:00,1.08,2.92,1993,3,12,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,1.8399999999999999
Bhopal,1993-03-15 13:00:00,1.07,2.95,1993,3,13,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,1.8800000000000001
Bhopal,1993-03-15 14:00:00,1.04,2.68,1993,3,14,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,1.6400000000000001
Bhopal,1993-03-15 15:00:00,0.99,2.23,1993,3,15,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,1.24
Bhopal,1993-03-15 16:00:00,0.84,1.6,1993,3,16,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.7600000000000001
Bhopal,1993-03-15 17:00:00,0.61,0.91,1993,3,17,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,0.30000000000000004
Bhopal,1993-03-15 18:00:00,0.24,0.26,1993,3,18,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,0.020000000000000018
Bhopal,1993-03-15 19:00:00,0.0,0.01,1993,3,19,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0.01
Bhopal,1993-03-15 20:00:00,0.0,0.0,1993,3,20,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.0
Bhopal,1993-06-15 05:00:00,0.0,0.0,1993,6,5,0.9659258262890683,0.25881904510252074,0.49999999999999994,-0.8660254037844387,0.0
Bhopal,1993-06-15 06:00:00,0.03,0.08,1993,6,6,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0.05
Bhopal,1993-06-15 07:00:00,0.29,0.55,1993,6,7,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.26000000000000006
Bhopal,1993-06-15 08:00:00,0.67,1.16,1993,6,8,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.4899999999999999
Bhopal,1993-06-15 09:00:00,0.96,1.78,1993,6,9,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387,0.8200000000000001
Bhopal,1993-06-15 10:00:00,1.25,2.49,1993,6,10,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,1.2400000000000002
Bhopal,1993-06-15 11:00:00,1.3,2.88,1993,6,11,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,1.5799999999999998
Bhopal,1993-06-15 12:00:00,1.32,2.97,1993,6,12,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,1.6500000000000001
Bhopal,1993-06-15 13:00:00,1.33,2.92,1993,6,13,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387,1.5899999999999999
Bhopal,1993-06-15 14:00:00,1.18,2.53,1993,6,14,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,1.3499999999999999
Bhopal,1993-06-15 15:00:00,0.97,2.07,1993,6,15,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,-0.8660254037844387,1.0999999999999999
Bhopal,1993-06-15 16:00:00,0.75,1.5,1993,6,16,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,0.75
Bhopal,1993-06-15 17:00:00,0.48,0.92,1993,6,17,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.44000000000000006
Bhopal,1993-06-15 18:00:00,0.18,0.39,1993,6,18,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,0.21000000000000002
Bhopal,1993-06-15 19:00:00,0.01,0.06,1993,6,19,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,0.049999999999999996
Bhopal,1993-06-15 20:00:00,0.0,0.0,1993,6,20,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.0
Bhopal,1993-07-15 05:00:00,0.0,0.0,1993,7,5,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,0.0
Bhopal,1993-07-15 06:00:00,0.0,0.03,1993,7,6,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.03
Bhopal,1993-07-15 07:00:00,0.06,0.29,1993,7,7,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0.22999999999999998
Bhopal,1993-07-15 08:00:00,0.31,0.66,1993,7,8,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.35000000000000003
Bhopal,1993-07-15 09:00:00,0.66,1.11,1993,7,9,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,0.45000000000000007
Bhopal,1993-07-15 10:00:00,1.0,1.52,1993,7,10,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.52
Bhopal,1993-07-15 11:00:00,1.32,1.93,1993,7,11,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,0.6099999999999999
Bhopal,1993-07-15 12:00:00,1.49,2.08,1993,7,12,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.5900000000000001
Bhopal,1993-07-15 13:00:00,1.38,2.05,1993,7,13,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,0.6699999999999999
Bhopal,1993-07-15 14:00:00,1.27,1.98,1993,7,14,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,0.71
Bhopal,1993-07-15 15:00:00,0.98,1.64,1993,7,15,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,0.6599999999999999
Bhopal,1993-07-15 16:00:00,0.68,1.15,1993,7,16,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,0.46999999999999986
Bhopal,1993-07-15 17:00:00,0.37,0.69,1993,7,17,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0.31999999999999995
Bhopal,1993-07-15 18:00:00,0.07,0.3,1993,7,18,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,0.22999999999999998
Bhopal,1993-07-15 19:00:00,0.0,0.03,1993,7,19,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,0.03
Bhopal,1993-07-15 20:00:00,0.0,0.0,1993,7,20,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.0
Bhopal,1993-08-15 05:00:00,0.0,0.0,1993,8,5,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388,0.0
Bhopal,1993-08-15 06:00:00,0.0,0.01,1993,8,6,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,0.01
Bhopal,1993-08-15 07:00:00,0.04,0.21,1993,8,7,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,0.16999999999999998
Bhopal,1993-08-15 08:00:00,0.32,0.59,1993,8,8,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388,0.26999999999999996
Bhopal,1993-08-15 09:00:00,0.69,1.01,1993,8,9,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388,0.32000000000000006
Bhopal,1993-08-15 10:00:00,1.08,1.49,1993,8,10,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388,0.4099999999999999
Bhopal,1993-08-15 11:00:00,1.31,1.7,1993,8,11,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388,0.3899999999999999
Bhopal,1993-08-15 12:00:00,1.38,1.82,1993,8,12,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,0.44000000000000017
Bhopal,1993-08-15 13:00:00,1.35,1.82,1993,8,13,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388,0.47
Bhopal,1993-08-15 14:00:00,1.29,1.85,1993,8,14,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,0.56
Bhopal,1993-08-15 15:00:00,0.97,1.45,1993,8,15,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388,0.48
Bhopal,1993-08-15 16:00:00,0.63,0.99,1993,8,16,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388,0.36
Bhopal,1993-08-15 17:00:00,0.37,0.64,1993,8,17,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,0.27
Bhopal,1993-08-15 18:00:00,0.03,0.2,1993,8,18,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,0.17
Bhopal,1993-08-15 19:00:00,0.0,0.01,1993,8,19,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388,0.01
Bhopal,1993-08-15 20:00:00,0.0,0.0,1993,8,20,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,0.0
Bhopal,1993-10-15 05:00:00,0.0,0.0,1993,10,5,0.9659258262890683,0.25881904510252074,-1.0,-1.8369701987210297e-16,0.0
Bhopal,1993-10-15 06:00:00,0.0,0.0,1993,10,6,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0.0
Bhopal,1993-10-15 07:00:00,0.08,0.09,1993,10,7,0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,0.009999999999999995
Bhopal,1993-10-15 08:00:00,0.39,0.63,1993,10,8,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,0.24
Bhopal,1993-10-15 09:00:00,0.63,1.38,1993,10,9,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210297e-16,0.7499999999999999
Bhopal,1993-10-15 10:00:00,0.81,2.0,1993,10,10,0.49999999999999994,-0.8660254037844387,-1.0,-1.8369701987210297e-16,1.19
Bhopal,1993-10-15 11:00:00,0.93,2.54,1993,10,11,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210297e-16,1.6099999999999999
Bhopal,1993-10-15 12:00:00,0.98,2.86,1993,10,12,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,1.88
Bhopal,1993-10-15 13:00:00,0.88,2.84,1993,10,13,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,1.96
Bhopal,1993-10-15 14:00:00,0.88,2.57,1993,10,14,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,1.69
Bhopal,1993-10-15 15:00:00,0.87,2.04,1993,10,15,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,1.17
Bhopal,1993-10-15 16:00:00,0.64,1.42,1993,10,16,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0.7799999999999999
Bhopal,1993-10-15 17:00:00,0.37,0.73,1993,10,17,-0.9659258262890683,-0.25881904510252063,-1.0,-1.8369701987210297e-16,0.36
Bhopal,1993-10-15 18:00:00,0.1,0.16,1993,10,18,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,0.06
Bhopal,1993-10-15 19:00:00,0.0,0.0,1993,10,19,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,0.0
Bhopal,1993-10-15 20:00:00,0.0,0.0,1993,10,20,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,0.0
Bhopal,1993-11-15 05:00:00,0.0,0.0,1993,11,5,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001,0.0
Bhopal,1993-11-15 06:00:00,0.0,0.0,1993,11,6,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0.0
Bhopal,1993-11-15 07:00:00,0.04,0.04,1993,11,7,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0.0
Bhopal,1993-11-15 08:00:00,0.27,0.57,1993,11,8,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0.29999999999999993
Bhopal,1993-11-15 09:00:00,0.43,1.31,1993,11,9,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0.8800000000000001
Bhopal,1993-11-15 10:00:00,0.53,1.94,1993,11,10,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1.41
Bhopal,1993-11-15 11:00:00,0.58,2.39,1993,11,11,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,1.81
Bhopal,1993-11-15 12:00:00,0.62,2.55,1993,11,12,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,1.9299999999999997
Bhopal,1993-11-15 13:00:00,0.59,2.57,1993,11,13,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,1.98
Bhopal,1993-11-15 14:00:00,0.62,2.35,1993,11,14,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,1.73
Bhopal,1993-11-15 15:00:00,0.6,1.88,1993,11,15,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,1.2799999999999998
Bhopal,1993-11-15 16:00:00,0.47,1.26,1993,11,16,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0.79
Bhopal,1993-11-15 17:00:00,0.28,0.49,1993,11,17,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0.20999999999999996
Bhopal,1993-11-15 18:00:00,0.04,0.04,1993,11,18,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0.0
Bhopal,1993-11-15 19:00:00,0.0,0.0,1993,11,19,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0.0
Bhopal,1993-11-15 20:00:00,0.0,0.0,1993,11,20,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0.0
Bhopal,1993-12-15 05:00:00,0.0,0.0,1993,12,5,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,0.0
Bhopal,1993-12-15 06:00:00,0.0,0.0,1993,12,6,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,0.0
Bhopal,1993-12-15 07:00:00,0.01,0.02,1993,12,7,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0.01
Bhopal,1993-12-15 08:00:00,0.15,0.4,1993,12,8,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,0.25
Bhopal,1993-12-15 09:00:00,0.33,1.07,1993,12,9,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,0.74
Bhopal,1993-12-15 10:00:00,0.48,1.65,1993,12,10,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,1.17
Bhopal,1993-12-15 11:00:00,0.53,2.04,1993,12,11,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,1.51
Bhopal,1993-12-15 12:00:00,0.56,2.3,1993,12,12,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,1.7399999999999998
Bhopal,1993-12-15 13:00:00,0.59,2.33,1993,12,13,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,1.7400000000000002
Bhopal,1993-12-15 14:00:00,0.54,2.06,1993,12,14,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,1.52
Bhopal,1993-12-15 15:00:00,0.46,1.65,1993,12,15,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,1.19
Bhopal,1993-12-15 16:00:00,0.35,1.05,1993,12,16,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,0.7000000000000001
Bhopal,1993-12-15 17:00:00,0.17,0.42,1993,12,17,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0.24999999999999997
Bhopal,1993-12-15 18:00:00,0.01,0.04,1993,12,18,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,0.03
Bhopal,1993-12-15 19:00:00,0.0,0.0,1993,12,19,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,0.0
Bhopal,1993-12-15 20:00:00,0.0,0.0,1993,12,20,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.0
Bhopal,1994-01-15 05:00:00,0.0,0.0,1994,1,5,0.9659258262890683,0.25881904510252074,0.0,1.0,0.0
Bhopal,1994-01-15 06:00:00,0.0,0.0,1994,1,6,1.0,6.123233995736766e-17,0.0,1.0,0.0
Bhopal,1994-01-15 07:00:00,0.0,0.02,1994,1,7,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.02
Bhopal,1994-01-15 08:00:00,0.15,0.31,1994,1,8,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.16
Bhopal,1994-01-15 09:00:00,0.41,0.86,1994,1,9,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.45
Bhopal,1994-01-15 10:00:00,0.58,1.42,1994,1,10,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.84
Bhopal,1994-01-15 11:00:00,0.69,1.87,1994,1,11,0.258819045102521,-0.9659258262890682,0.0,1.0,1.1800000000000002
Bhopal,1994-01-15 12:00:00,0.68,2.1,1994,1,12,1.2246467991473532e-16,-1.0,0.0,1.0,1.42
Bhopal,1994-01-15 13:00:00,0.69,2.11,1994,1,13,-0.2588190451025208,-0.9659258262890683,0.0,1.0,1.42
Bhopal,1994-01-15 14:00:00,0.58,1.93,1994,1,14,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1.35
Bhopal,1994-01-15 15:00:00,0.49,1.55,1994,1,15,-0.7071067811865471,-0.7071067811865479,0.0,1.0,1.06
Bhopal,1994-01-15 16:00:00,0.34,1.02,1994,1,16,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.6799999999999999
Bhopal,1994-01-15 17:00:00,0.17,0.44,1994,1,17,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.27
